,email_open_rate,time_in_product_mins,country_AU,devices_Desktop,referrer_channels_Direct,referrer_channels_None,referrer_channels_Organic,campaigns_au_nz_eofy,campaigns_au_nz_mobile_product_launch,industries_Construction,industries_Education,industries_Finance,industries_Healthcare,industries_Hospitality
26,13.0,24.07,1,1,0,0,0,0,0,0,0,0,1,0
27,11.0,51.82,0,1,0,0,0,0,0,0,0,0,1,0
28,81.0,22.51,1,0,1,0,0,0,1,0,0,0,1,0
29,19.0,22.64,1,0,0,0,0,0,1,0,1,0,0,0
30,95.0,74.41,0,1,1,0,0,0,0,1,0,0,0,0
31,73.0,69.99,0,1,1,0,0,0,0,1,0,0,0,0
32,80.0,19.47,0,0,1,0,0,0,1,0,0,1,0,0
33,11.0,16.85,0,0,0,0,1,0,1,0,1,0,0,0
34,85.0,21.54,0,0,0,0,0,0,1,0,0,1,0,0
35,23.0,17.52,0,1,1,0,0,0,0,0,0,0,0,1
36,73.0,65.59,0,0,0,0,0,0,1,0,0,0,0,0
37,35.0,26.47,1,1,0,1,0,1,0,0,1,0,0,0
38,49.0,63.4,1,1,0,1,0,1,0,0,0,0,1,0
39,1.0,60.04,1,0,0,0,1,1,0,0,0,1,0,0
40,90.0,17.31,0,1,0,0,0,0,0,1,0,0,0,0
41,32.0,24.61,0,1,0,0,0,0,0,0,0,0,1,0
42,75.0,18.41,0,1,0,0,0,1,0,0,0,0,0,1
43,32.0,80.06,0,1,0,0,0,0,0,0,0,0,1,0
44,52.0,11.62,0,1,0,0,1,1,0,0,0,1,0,0
45,5.0,21.21,1,1,1,0,0,1,0,0,0,0,0,0
46,34.0,20.85,0,1,1,0,0,0,0,0,0,1,0,0
47,56.0,22.66,0,0,0,0,1,0,1,0,0,1,0,0
48,54.0,24.85,0,1,0,0,1,1,0,0,1,0,0,0
49,83.0,24.5,0,0,1,0,0,0,1,1,0,0,0,0
50,98.0,15.67,0,1,0,1,0,0,0,0,0,1,0,0
51,17.0,22.54,0,1,0,0,0,0,0,0,0,0,0,1
52,24.0,19.76,1,0,1,0,0,0,1,1,0,0,0,0
53,26.0,21.52,1,1,0,0,1,0,0,0,0,1,0,0
54,28.0,53.7,0,1,0,0,0,1,0,1,0,0,0,0
55,86.0,24.98,0,1,0,0,1,0,0,0,0,0,1,0
56,3.0,71.31,0,0,1,0,0,0,1,0,0,0,0,0
57,41.0,62.24,0,1,0,0,1,0,0,0,1,0,0,0
58,44.0,16.48,0,0,0,0,1,0,1,0,0,1,0,0
59,100.0,25.18,0,1,0,0,1,1,0,0,0,0,1,0
60,50.0,20.74,0,1,1,0,0,0,0,0,0,1,0,0
61,42.0,18.6,0,0,0,0,0,0,1,0,0,0,0,1
62,38.0,24.03,0,0,1,0,0,0,1,0,0,0,0,0
63,59.0,26.66,0,1,0,0,1,0,0,0,0,1,0,0
64,9.0,21.81,0,0,1,0,0,0,1,1,0,0,0,0
65,81.0,18.3,0,1,0,0,0,1,0,0,1,0,0,0
66,36.0,20.78,0,0,1,0,0,0,1,1,0,0,0,0
67,92.0,19.69,0,1,0,0,0,0,0,1,0,0,0,0
68,13.0,19.75,0,0,0,0,0,0,1,1,0,0,0,0
69,77.0,51.36,0,1,0,0,1,0,0,0,1,0,0,0
70,57.0,20.98,0,1,1,0,0,1,0,0,1,0,0,0
71,68.0,18.23,0,0,1,0,0,0,1,0,0,1,0,0
72,58.0,63.27,0,1,0,0,0,1,0,0,0,1,0,0
73,55.0,69.03,0,1,0,0,0,0,0,0,0,0,0,1
74,26.0,25.62,0,1,1,0,0,0,0,1,0,0,0,0
75,91.0,67.21,0,0,0,0,0,0,1,0,1,0,0,0
76,76.0,78.02,0,0,0,0,1,0,1,1,0,0,0,0
77,88.0,23.15,0,1,0,0,0,1,0,1,0,0,0,0
78,92.0,66.99,0,0,0,0,1,0,1,0,1,0,0,0
79,34.0,21.85,0,0,1,0,0,1,0,1,0,0,0,0
80,71.0,69.69,0,0,0,0,1,0,1,1,0,0,0,0
81,30.0,67.38,0,1,0,0,1,0,0,0,0,0,1,0
82,45.0,21.54,0,1,0,0,0,1,0,0,0,0,1,0
83,52.0,20.48,0,1,1,0,0,0,0,0,0,0,0,0
84,38.0,68.68,1,1,0,0,0,0,0,0,0,0,1,0
85,71.0,53.63,0,0,1,0,0,0,1,0,0,1,0,0
86,0.0,18.31,1,0,0,0,1,0,1,1,0,0,0,0
87,34.0,52.93,0,1,0,0,0,1,0,1,0,0,0,0
88,17.0,16.79,1,1,1,0,0,1,0,0,0,0,0,1
89,71.0,22.16,0,1,0,0,0,1,0,0,1,0,0,0
90,17.0,24.11,1,1,0,0,1,0,0,0,0,1,0,0
91,20.0,13.35,1,0,0,0,0,0,1,0,0,0,0,0
92,70.0,18.71,0,0,0,1,0,0,1,0,0,0,1,0
93,26.0,16.44,0,0,1,0,0,0,1,0,0,1,0,0
94,17.0,69.75,0,1,0,0,1,0,0,0,0,0,0,0
95,98.0,71.59,1,0,0,0,0,0,1,0,0,1,0,0
96,2.0,27.38,0,0,0,0,0,0,1,0,0,1,0,0
97,10.0,21.91,0,1,0,0,0,1,0,1,0,0,0,0
98,34.0,23.46,0,1,0,0,0,1,0,0,1,0,0,0
99,21.0,24.92,0,0,0,0,0,0,1,0,0,0,0,1
100,77.0,18.85,0,1,0,0,1,1,0,0,0,0,0,0
101,44.0,15.11,0,0,0,0,0,0,0,0,0,0,1,0
102,88.0,12.22,0,1,1,0,0,1,0,0,1,0,0,0
103,48.0,19.63,0,0,0,1,0,0,1,0,0,0,1,0
104,34.0,18.55,0,1,0,0,1,0,0,1,0,0,0,0
105,82.0,19.6,0,1,0,1,0,1,0,0,1,0,0,0
106,69.0,65.74,0,0,0,1,0,0,1,0,0,0,1,0
107,80.0,74.26,1,0,1,0,0,0,1,0,1,0,0,0
108,63.0,17.78,0,0,0,0,0,0,1,0,0,0,0,0
109,39.0,73.73,1,0,0,1,0,0,1,1,0,0,0,0
110,99.0,71.5,0,0,1,0,0,0,1,1,0,0,0,0
111,13.0,80.17,0,0,0,0,0,0,1,0,1,0,0,0
112,41.0,18.48,1,1,1,0,0,0,0,0,0,0,0,1
113,73.0,84.72,1,1,0,0,1,1,0,1,0,0,0,0
114,39.0,23.01,0,1,0,0,1,1,0,0,0,0,1,0
115,90.0,21.54,0,1,1,0,0,1,0,0,0,0,0,1
116,56.0,74.11,0,0,0,1,0,0,1,1,0,0,0,0
117,71.0,21.71,0,0,0,0,1,0,1,0,1,0,0,0
118,52.0,25.24,0,1,0,0,0,0,0,0,0,0,0,1
119,39.0,17.71,1,1,0,0,1,1,0,1,0,0,0,0
120,43.0,74.08,0,1,0,0,0,1,0,0,1,0,0,0
121,85.0,75.28,0,0,0,1,0,0,1,0,0,1,0,0
122,7.0,22.53,0,0,0,0,0,0,1,0,0,0,0,1
123,47.0,61.88,0,1,1,0,0,0,0,0,0,1,0,0
124,22.0,70.15,0,1,1,0,0,0,0,0,1,0,0,0
125,97.0,14.03,1,0,0,0,0,0,1,0,0,0,0,0
126,11.0,22.51,0,1,0,0,0,0,0,0,0,1,0,0
127,26.0,16.14,0,1,0,0,1,1,0,1,0,0,0,0
128,15.0,21.16,0,1,0,0,0,0,0,0,0,0,1,0
129,3.0,14.54,1,0,0,0,0,0,1,1,0,0,0,0
130,43.0,83.12,0,1,0,0,1,1,0,0,1,0,0,0
131,14.0,73.38,0,1,0,0,1,1,0,0,0,0,0,0
132,9.0,14.98,0,1,0,0,0,0,0,0,0,0,1,0
133,74.0,71.5,0,0,0,0,0,0,1,0,0,1,0,0
134,6.0,11.09,1,0,0,1,0,0,1,0,1,0,0,0
135,89.0,80.09,0,1,0,0,0,1,0,1,0,0,0,0
136,74.0,26.28,1,1,0,0,1,1,0,0,0,1,0,0
137,97.0,21.41,0,1,1,0,0,1,0,0,0,0,0,0
138,11.0,78.06,0,0,0,1,0,0,1,0,0,0,0,0
139,84.0,22.14,0,0,1,0,0,0,1,0,0,0,0,0
140,71.0,17.13,1,1,0,0,0,1,0,0,0,0,1,0
141,65.0,18.83,0,1,0,0,0,1,0,0,0,1,0,0
142,83.0,68.14,0,1,0,0,0,1,0,0,0,1,0,0
143,73.0,69.07,0,1,1,0,0,1,0,1,0,0,0,0
144,19.0,67.46,1,1,0,0,1,1,0,0,0,1,0,0
145,34.0,19.24,0,0,0,0,1,0,1,0,1,0,0,0
146,48.0,24.13,0,0,0,0,1,0,1,0,0,1,0,0
147,6.0,63.14,1,1,1,0,0,0,0,1,0,0,0,0
148,84.0,22.09,0,0,0,0,0,0,0,0,0,1,0,0
149,57.0,61.29,0,0,0,1,0,1,0,0,1,0,0,0
150,36.0,66.79,0,1,1,0,0,0,0,0,0,1,0,0
151,72.0,18.66,1,0,0,0,0,0,1,0,0,1,0,0
152,15.0,64.19,0,1,1,0,0,0,0,0,0,1,0,0
153,69.0,62.59,0,1,0,0,0,1,0,0,0,1,0,0
154,86.0,77.23,0,1,0,0,1,1,0,0,1,0,0,0
155,14.0,15.31,1,1,1,0,0,0,0,0,0,0,1,0
156,81.0,19.0,0,1,0,0,0,0,0,0,0,0,0,0
157,92.0,17.98,1,1,0,0,0,0,0,0,0,1,0,0
158,50.0,19.43,0,1,0,0,0,0,0,0,0,1,0,0
159,52.0,22.99,0,0,1,0,0,0,1,0,0,0,1,0
160,81.0,19.11,0,1,1,0,0,1,0,0,0,1,0,0
161,100.0,70.06,0,0,0,0,0,0,1,0,1,0,0,0
162,86.0,19.55,0,1,1,0,0,1,0,0,0,0,0,1
163,15.0,17.14,0,0,1,0,0,0,1,0,0,0,0,1
164,87.0,20.09,0,1,0,0,0,0,0,0,0,1,0,0
165,60.0,76.29,0,1,0,0,0,1,0,0,0,0,0,0
166,13.0,19.09,0,0,1,0,0,0,1,0,1,0,0,0
167,30.0,63.38,0,1,0,0,0,1,0,0,1,0,0,0
168,23.0,54.7,0,0,0,0,0,0,1,0,1,0,0,0
169,84.0,19.2,1,1,0,0,0,1,0,0,0,1,0,0
170,89.0,20.75,0,0,0,0,1,1,0,0,0,0,0,0
171,79.0,23.63,0,1,0,0,1,0,0,0,0,0,0,0
172,95.0,20.78,1,1,0,0,0,0,0,1,0,0,0,0
173,95.0,70.61,0,1,1,0,0,0,0,0,0,0,0,1
174,4.0,18.89,1,0,1,0,0,0,1,0,0,1,0,0
175,4.0,19.81,0,1,0,0,1,0,0,0,0,1,0,0
176,80.0,73.86,0,0,0,0,0,0,1,1,0,0,0,0
177,34.0,21.1,0,1,1,0,0,0,0,1,0,0,0,0
178,79.0,19.44,0,1,0,0,1,1,0,0,1,0,0,0
179,28.0,22.36,1,1,1,0,0,0,0,0,1,0,0,0
180,58.0,66.63,0,0,0,0,0,0,1,1,0,0,0,0
181,13.0,14.72,0,0,0,0,0,0,1,1,0,0,0,0
182,67.0,71.95,0,1,0,0,1,1,0,0,0,0,1,0
183,99.0,83.23,0,1,1,0,0,1,0,0,0,0,0,0
184,10.0,74.69,0,0,0,0,1,0,1,0,0,1,0,0
185,65.0,66.31,0,0,0,0,0,0,1,0,0,0,0,1
186,7.0,20.58,0,1,0,0,0,1,0,0,0,0,0,1
187,70.0,18.77,1,1,0,0,1,1,0,0,0,0,1,0
188,97.0,20.28,1,1,0,0,0,1,0,1,0,0,0,0
189,18.0,70.7,0,1,1,0,0,0,0,0,0,1,0,0
190,51.0,24.68,0,1,0,1,0,1,0,0,0,0,0,1
191,45.0,23.82,1,1,0,0,0,1,0,0,0,0,1,0
192,16.0,54.16,0,1,1,0,0,0,0,0,0,1,0,0
193,27.0,69.34,0,1,0,0,0,0,0,0,0,0,0,1
194,50.0,20.23,0,1,0,0,1,0,0,0,0,1,0,0
195,33.0,15.8,0,1,1,0,0,0,0,0,0,1,0,0
196,11.0,19.7,1,0,0,1,0,0,1,0,0,1,0,0
197,3.0,22.16,1,0,0,1,0,1,0,0,0,0,0,1
198,94.0,22.65,1,1,0,0,0,0,0,0,1,0,0,0
199,29.0,72.2,0,1,0,0,1,1,0,0,0,1,0,0
200,93.0,19.11,0,0,0,0,0,0,1,1,0,0,0,0
201,54.0,77.04,0,1,0,0,0,1,0,0,0,1,0,0
202,93.0,75.37,0,0,0,0,0,0,0,0,0,1,0,0
203,88.0,19.26,0,0,1,0,0,0,1,1,0,0,0,0
204,67.0,18.86,1,1,1,0,0,0,0,0,0,0,0,0
205,83.0,63.68,0,1,0,0,0,1,0,0,0,0,1,0
206,27.0,63.05,1,0,0,0,1,0,1,1,0,0,0,0
207,22.0,25.58,1,1,0,1,0,0,0,0,0,1,0,0
208,81.0,73.17,0,0,0,0,1,0,1,0,0,0,1,0
209,60.0,26.71,0,1,0,0,0,0,0,0,0,1,0,0
210,92.0,85.34,0,0,1,0,0,0,1,0,0,0,0,1
211,25.0,68.64,1,1,1,0,0,0,0,1,0,0,0,0
212,15.0,23.82,0,0,0,0,1,0,1,0,0,0,0,1
213,12.0,27.82,1,0,0,0,1,1,0,1,0,0,0,0
214,60.0,21.28,0,1,0,0,1,1,0,0,0,1,0,0
215,9.0,18.75,1,0,0,0,0,0,1,1,0,0,0,0
216,3.0,72.74,0,1,1,0,0,1,0,0,0,1,0,0
217,24.0,67.13,0,0,0,0,0,0,1,1,0,0,0,0
218,17.0,16.79,1,1,1,0,0,1,0,0,0,0,0,1
219,41.0,19.12,0,0,0,0,1,0,1,0,0,1,0,0
220,58.0,20.45,0,1,0,0,0,0,0,0,0,0,1,0
221,56.0,23.49,0,1,0,0,0,0,0,0,0,1,0,0
222,31.0,70.66,0,0,0,0,1,0,1,0,0,1,0,0
223,79.0,13.4,0,1,0,0,1,0,0,1,0,0,0,0
224,37.0,59.34,1,0,1,0,0,0,1,0,0,1,0,0
225,57.0,68.53,0,1,0,0,0,0,0,1,0,0,0,0
226,14.0,21.57,0,0,1,0,0,0,0,0,0,0,0,0
227,1.0,85.06,0,0,0,0,0,0,1,0,0,0,0,0
228,36.0,27.46,0,0,0,0,0,0,1,1,0,0,0,0
229,31.0,78.8,0,0,0,0,0,0,1,0,0,0,0,0
230,50.0,16.59,0,0,0,0,1,0,1,1,0,0,0,0
231,45.0,72.46,0,0,0,1,0,0,1,1,0,0,0,0
232,90.0,17.95,0,0,0,0,1,0,1,0,0,0,1,0
233,85.0,19.56,0,0,0,0,0,0,1,0,0,1,0,0
234,82.0,21.63,1,1,0,1,0,0,0,0,1,0,0,0
235,43.0,23.3,1,0,0,0,0,0,1,0,0,1,0,0
236,95.0,16.1,1,0,0,0,1,0,1,0,0,0,0,0
237,39.0,72.27,1,0,1,0,0,0,1,0,0,0,1,0
238,44.0,20.32,0,1,0,0,1,1,0,0,1,0,0,0
239,84.0,26.62,0,0,0,0,0,0,1,0,0,0,1,0
240,64.0,19.32,0,1,0,0,0,1,0,0,0,0,1,0
241,14.0,21.57,0,0,1,0,0,0,0,0,0,0,0,0
242,85.0,74.77,0,0,0,0,1,0,1,0,1,0,0,0
243,4.0,10.12,0,1,0,0,0,0,0,0,1,0,0,0
244,10.0,60.69,0,0,0,0,0,0,1,0,0,1,0,0
245,91.0,26.29,0,0,0,0,0,0,1,0,0,0,0,1
246,60.0,19.81,1,1,0,0,0,1,0,1,0,0,0,0
247,65.0,12.36,1,0,0,0,1,0,1,0,0,0,0,1
248,39.0,27.45,0,1,0,0,1,0,0,0,0,0,0,1
249,35.0,19.08,0,1,0,0,0,1,0,0,1,0,0,0
250,53.0,24.38,0,0,0,0,0,0,0,0,0,1,0,0
251,12.0,14.05,0,1,0,0,0,0,0,0,0,0,1,0
252,94.0,57.94,1,1,1,0,0,0,0,0,0,0,0,1
253,12.0,19.1,0,1,0,0,1,1,0,1,0,0,0,0
254,87.0,23.79,0,1,1,0,0,0,0,1,0,0,0,0
255,21.0,69.84,0,1,1,0,0,1,0,0,1,0,0,0
256,16.0,19.04,0,1,0,0,1,1,0,1,0,0,0,0
257,2.0,26.0,0,1,0,0,1,1,0,0,0,0,1,0
258,97.0,74.11,1,0,0,0,0,0,1,1,0,0,0,0
259,86.0,23.85,0,0,0,0,1,0,1,0,0,1,0,0
260,38.0,69.41,0,1,1,0,0,0,0,0,1,0,0,0
261,40.0,23.34,0,0,1,0,0,0,1,0,0,0,0,0
262,68.0,77.73,1,0,1,0,0,0,1,0,0,1,0,0
263,91.0,23.95,0,0,0,0,0,0,1,0,0,1,0,0
264,39.0,18.63,0,1,0,0,1,0,0,0,0,0,0,0
265,49.0,67.0,1,1,1,0,0,1,0,0,1,0,0,0
266,97.0,13.2,0,0,0,0,1,0,1,0,0,0,1,0
267,81.0,68.42,1,0,1,0,0,0,1,0,0,0,0,1
268,16.0,18.72,1,0,0,0,0,0,1,0,0,1,0,0
269,33.0,72.69,0,0,0,0,0,0,1,0,1,0,0,0
270,34.0,8.32,0,1,0,0,0,1,0,0,0,1,0,0
271,26.0,17.84,0,1,1,0,0,1,0,1,0,0,0,0
272,78.0,18.43,1,0,1,0,0,0,1,0,0,0,0,1
273,17.0,17.64,0,0,0,0,0,0,1,0,0,1,0,0
274,75.0,79.11,0,1,0,0,0,1,0,1,0,0,0,0
275,94.0,71.08,1,0,1,0,0,0,1,0,1,0,0,0
276,91.0,21.73,0,1,0,0,0,0,0,1,0,0,0,0
277,74.0,13.88,0,0,0,0,1,0,1,0,0,0,0,0
278,97.0,22.29,0,0,0,0,0,0,1,0,0,1,0,0
279,78.0,73.1,0,0,1,0,0,0,1,0,1,0,0,0
280,54.0,23.71,0,0,0,0,1,0,1,0,0,0,1,0
281,3.0,75.46,1,1,0,0,1,1,0,1,0,0,0,0
282,95.0,62.13,1,1,1,0,0,1,0,1,0,0,0,0
283,74.0,75.66,0,0,1,0,0,0,1,0,0,0,1,0
284,52.0,21.92,0,1,0,0,0,1,0,0,0,0,0,0
285,22.0,65.7,0,0,0,0,1,0,0,1,0,0,0,0
286,56.0,20.2,0,1,0,0,1,0,0,0,1,0,0,0
287,57.0,16.51,0,1,0,0,1,1,0,1,0,0,0,0
288,68.0,25.04,0,1,1,0,0,1,0,0,1,0,0,0
289,86.0,73.07,0,0,0,0,1,0,1,0,0,1,0,0
290,34.0,82.24,1,0,0,0,1,0,1,0,1,0,0,0
291,70.0,21.83,0,1,0,1,0,0,0,0,0,0,1,0
292,7.0,18.49,0,0,1,0,0,0,1,0,0,1,0,0
293,45.0,18.66,0,1,1,0,0,0,0,0,0,1,0,0
294,78.0,68.73,0,0,1,0,0,0,1,1,0,0,0,0
295,1.0,22.08,0,0,0,0,0,0,1,0,0,1,0,0
296,7.0,27.1,0,0,0,1,0,0,1,0,0,1,0,0
297,65.0,27.34,1,0,0,0,0,0,1,1,0,0,0,0
298,57.0,21.05,0,0,0,0,0,0,1,1,0,0,0,0
299,70.0,18.98,0,1,1,0,0,0,0,0,1,0,0,0
300,76.0,20.87,0,1,0,0,0,1,0,0,0,0,0,1
301,6.0,20.91,1,0,1,0,0,0,1,0,0,0,0,1
302,21.0,22.32,1,1,0,0,0,1,0,0,0,1,0,0
303,77.0,20.28,0,1,1,0,0,1,0,0,0,1,0,0
304,25.0,19.52,1,1,1,0,0,0,0,0,0,1,0,0
305,69.0,22.43,0,0,1,0,0,0,1,0,0,1,0,0
306,25.0,12.65,1,1,0,0,0,0,0,0,0,0,0,0
307,99.0,18.69,0,1,1,0,0,0,0,0,0,1,0,0
308,18.0,26.5,1,1,0,0,0,1,0,0,0,0,0,1
309,96.0,26.27,0,0,0,0,0,0,1,0,0,0,1,0
310,86.0,67.36,0,0,1,0,0,0,1,0,0,0,1,0
311,39.0,22.79,0,0,0,0,0,0,1,0,0,0,0,0
312,77.0,21.81,0,1,0,0,0,1,0,0,1,0,0,0
313,58.0,67.97,1,0,1,0,0,0,1,1,0,0,0,0
314,76.0,18.63,0,1,0,0,1,1,0,0,0,0,0,0
315,62.0,22.16,0,0,0,0,1,0,1,0,1,0,0,0
316,89.0,13.01,0,1,0,0,1,0,0,1,0,0,0,0
317,70.0,14.99,0,0,0,0,1,0,1,0,1,0,0,0
318,49.0,22.38,0,1,0,0,1,0,0,0,0,0,1,0
319,64.0,16.88,0,0,1,0,0,0,1,0,0,0,1,0
320,79.0,73.01,1,1,1,0,0,0,0,0,1,0,0,0
321,76.0,16.08,1,0,0,0,1,0,1,0,0,0,1,0
322,61.0,19.91,1,0,0,0,1,0,1,1,0,0,0,0
323,34.0,18.2,0,0,0,0,0,0,1,0,1,0,0,0
324,16.0,23.25,0,1,0,0,0,1,0,0,0,0,1,0
325,11.0,79.41,1,0,1,0,0,0,1,0,0,0,0,0
326,47.0,21.13,0,1,0,0,0,1,0,0,1,0,0,0
327,93.0,22.9,1,0,1,0,0,0,1,0,0,1,0,0
328,57.0,65.91,0,1,0,0,1,1,0,0,1,0,0,0
329,56.0,14.0,0,0,0,0,1,0,1,0,0,0,0,1
330,12.0,62.14,0,0,0,0,0,1,0,0,0,1,0,0
331,37.0,24.01,0,0,0,0,0,0,1,0,0,0,1,0
332,73.0,15.98,0,1,0,0,1,0,0,1,0,0,0,0
333,50.0,22.55,0,1,0,0,0,0,0,0,0,0,0,1
334,75.0,22.29,0,1,0,0,0,0,0,0,0,1,0,0
335,53.0,19.93,0,0,0,0,0,0,1,0,0,0,1,0
336,57.0,23.73,0,1,1,0,0,1,0,0,0,0,1,0
337,19.0,20.22,0,0,0,0,1,0,1,0,1,0,0,0
338,100.0,67.85,0,0,0,0,1,0,1,0,0,1,0,0
339,66.0,16.23,1,0,0,0,1,0,1,0,1,0,0,0
340,13.0,75.17,1,1,1,0,0,0,0,0,0,0,0,0
341,41.0,21.17,0,1,0,0,1,1,0,0,0,1,0,0
342,9.0,66.95,0,1,1,0,0,1,0,0,0,0,0,0
343,80.0,67.48,0,0,0,0,0,0,1,0,0,0,0,1
344,67.0,64.91,0,1,0,0,0,1,0,0,0,0,0,1
345,74.0,20.36,0,1,1,0,0,1,0,1,0,0,0,0
346,68.0,71.77,0,1,0,1,0,1,0,0,1,0,0,0
347,73.0,69.99,0,1,1,0,0,0,0,1,0,0,0,0
348,40.0,23.31,0,0,0,1,0,0,1,0,0,1,0,0
349,40.0,61.77,0,1,0,0,0,0,0,0,0,1,0,0
350,45.0,78.3,0,1,0,0,1,0,0,0,0,1,0,0
351,79.0,68.22,0,1,0,0,1,0,0,0,1,0,0,0
352,0.0,25.53,0,0,0,0,1,0,1,0,0,0,0,0
353,67.0,62.38,0,0,1,0,0,0,1,0,0,1,0,0
354,73.0,17.4,0,0,1,0,0,0,1,1,0,0,0,0
355,66.0,83.11,1,1,0,0,1,0,0,0,0,1,0,0
356,22.0,19.94,0,0,1,0,0,0,1,0,0,0,1,0
357,22.0,67.13,1,1,1,0,0,0,0,0,0,1,0,0
358,29.0,79.31,0,1,0,1,0,1,0,0,0,1,0,0
359,75.0,73.12,0,0,0,0,1,0,1,0,0,0,1,0
360,87.0,19.54,1,0,1,0,0,0,1,1,0,0,0,0
361,43.0,17.95,0,0,0,0,1,0,1,0,1,0,0,0
362,67.0,60.04,0,1,0,1,0,0,0,0,0,0,1,0
363,6.0,72.33,0,0,1,0,0,0,1,0,0,1,0,0
364,63.0,67.45,0,1,0,1,0,1,0,0,0,0,0,1
365,17.0,73.58,0,0,0,0,1,0,1,1,0,0,0,0
366,60.0,19.57,0,0,0,0,1,0,1,0,1,0,0,0
367,36.0,64.46,1,0,0,0,0,0,1,0,0,1,0,0
368,87.0,62.68,0,1,0,0,1,1,0,0,0,1,0,0
369,23.0,21.68,0,0,0,0,1,0,1,0,0,0,1,0
370,20.0,62.18,0,0,1,0,0,1,0,0,0,0,1,0
371,63.0,22.01,0,1,1,0,0,1,0,1,0,0,0,0
372,9.0,64.76,1,1,1,0,0,0,0,0,1,0,0,0
373,27.0,23.32,0,1,0,0,0,0,0,0,0,0,0,1
374,10.0,16.51,0,1,0,0,0,0,0,1,0,0,0,0
375,80.0,16.27,0,0,1,0,0,0,0,0,1,0,0,0
376,5.0,15.06,0,1,1,0,0,0,0,0,0,0,0,1
377,27.0,19.43,0,1,1,0,0,1,0,0,0,0,1,0
378,70.0,17.32,0,0,1,0,0,0,1,0,0,0,0,0
379,73.0,15.37,0,0,1,0,0,0,1,0,0,0,1,0
380,61.0,96.47,0,0,1,0,0,0,1,0,0,1,0,0
381,87.0,75.43,1,0,1,0,0,0,1,0,0,1,0,0
382,66.0,27.86,0,0,1,0,0,0,1,1,0,0,0,0
383,36.0,22.66,1,0,1,0,0,0,1,0,0,0,0,1
384,51.0,15.58,1,1,1,0,0,1,0,1,0,0,0,0
385,81.0,23.4,0,1,0,0,0,1,0,0,0,0,0,1
386,39.0,22.4,1,0,0,0,0,0,1,0,0,0,0,1
387,97.0,21.01,0,1,1,0,0,0,0,0,0,0,1,0
388,84.0,22.2,0,1,0,0,1,0,0,0,0,0,1,0
389,66.0,87.79,0,1,0,0,1,1,0,0,0,0,1,0
390,94.0,10.68,0,0,1,0,0,0,1,1,0,0,0,0
391,32.0,23.1,0,1,1,0,0,1,0,1,0,0,0,0
392,14.0,24.19,0,0,0,0,1,0,1,0,0,1,0,0
393,28.0,73.45,0,0,1,0,0,0,1,0,1,0,0,0
394,76.0,23.57,0,1,0,0,0,1,0,1,0,0,0,0
395,77.0,80.43,1,1,0,0,1,0,0,0,1,0,0,0
396,21.0,16.89,0,0,0,0,1,0,1,1,0,0,0,0
397,68.0,20.53,0,0,1,0,0,0,1,0,0,0,0,1
398,28.0,68.76,1,1,0,0,0,1,0,0,0,0,1,0
399,78.0,13.79,0,1,0,0,0,1,0,1,0,0,0,0
400,24.0,19.71,0,0,0,0,1,0,1,0,0,0,1,0
401,88.0,35.71,0,1,1,0,0,1,0,1,0,0,0,0
402,84.0,23.19,1,0,0,0,1,1,0,0,0,0,0,0
403,50.0,12.43,1,0,0,0,0,0,1,1,0,0,0,0
