,email_open_rate,time_in_product_mins,country_AU,devices_Desktop,referrer_channels_Direct,referrer_channels_None,referrer_channels_Organic,campaigns_au_nz_eofy,campaigns_au_nz_mobile_product_launch,industries_Construction,industries_Education,industries_Finance,industries_Healthcare,industries_Hospitality
69,67.0,14.07,0,0,0,0,1,0,1,0,0,1,0,0
70,39.0,70.73,0,1,0,0,0,0,0,1,0,0,0,0
71,75.0,73.02,1,0,0,0,0,1,0,0,0,1,0,0
72,90.0,18.59,0,0,0,1,0,0,1,0,0,0,0,0
73,44.0,16.32,1,0,0,0,1,1,0,0,0,1,0,0
74,96.0,18.8,0,1,1,0,0,0,0,1,0,0,0,0
75,72.0,23.68,1,1,1,0,0,1,0,0,0,0,0,0
76,92.0,12.4,1,0,0,0,0,0,1,1,0,0,0,0
77,63.0,21.03,1,1,0,0,0,1,0,0,0,0,1,0
78,41.0,18.72,0,1,0,0,1,1,0,0,1,0,0,0
79,43.0,23.69,0,0,0,0,1,0,1,0,0,0,0,1
80,37.0,77.41,0,0,0,0,0,0,1,0,0,0,0,1
81,9.0,72.41,0,1,0,0,1,0,0,0,0,0,1,0
82,52.0,65.31,1,0,1,0,0,0,1,0,0,0,0,0
83,93.0,24.97,0,1,0,0,1,1,0,0,0,1,0,0
84,54.0,22.25,0,0,0,0,0,0,1,0,0,0,0,0
85,80.0,70.89,0,1,0,0,1,0,0,0,0,1,0,0
86,56.0,25.83,0,1,0,0,1,0,0,0,0,0,1,0
87,69.0,75.85,0,1,0,0,0,1,0,0,0,0,0,1
88,55.0,19.96,1,0,0,1,0,0,1,0,0,1,0,0
89,61.0,72.06,0,1,1,0,0,0,0,0,0,1,0,0
90,21.0,19.47,0,0,0,0,1,0,1,0,0,1,0,0
91,75.0,19.95,0,1,0,0,0,1,0,0,1,0,0,0
92,100.0,18.43,0,1,0,0,1,1,0,1,0,0,0,0
93,73.0,13.83,1,1,0,0,0,1,0,0,1,0,0,0
94,81.0,20.85,0,0,1,0,0,0,1,0,0,0,1,0
95,48.0,73.16,1,1,0,1,0,0,0,0,0,0,0,0
96,64.0,17.12,0,1,1,0,0,1,0,0,0,1,0,0
97,75.0,17.09,0,1,0,0,1,0,0,0,0,1,0,0
98,79.0,19.92,0,0,0,0,1,0,1,0,1,0,0,0
99,17.0,19.63,0,0,0,1,0,0,1,0,0,1,0,0
100,81.0,78.02,0,1,0,1,0,1,0,1,0,0,0,0
101,98.0,23.28,0,0,0,0,1,0,1,0,0,0,0,0
102,68.0,69.53,0,0,1,0,0,0,0,0,0,0,1,0
103,66.0,27.68,1,1,1,0,0,1,0,0,1,0,0,0
104,29.0,16.77,0,0,0,0,0,0,1,0,0,1,0,0
105,11.0,21.53,0,1,0,0,0,0,0,0,0,1,0,0
106,68.0,72.65,1,0,0,0,0,0,1,0,0,1,0,0
107,89.0,21.88,0,1,0,1,0,0,0,1,0,0,0,0
108,12.0,71.87,1,1,1,0,0,0,0,0,0,1,0,0
109,68.0,16.12,0,1,1,0,0,1,0,0,0,0,0,0
110,99.0,22.78,0,1,0,0,1,0,0,1,0,0,0,0
111,37.0,25.57,0,1,1,0,0,1,0,0,0,1,0,0
112,96.0,15.23,0,0,0,0,0,0,1,0,1,0,0,0
113,3.0,20.06,0,0,0,0,0,0,1,0,0,0,0,0
114,32.0,17.85,0,1,0,0,0,0,0,1,0,0,0,0
115,1.0,18.24,1,0,0,0,0,0,1,1,0,0,0,0
116,43.0,24.98,0,1,0,0,0,0,0,0,0,0,0,1
117,49.0,78.45,1,1,1,0,0,1,0,0,0,1,0,0
118,68.0,25.04,0,1,1,0,0,1,0,0,1,0,0,0
119,45.0,78.58,1,1,0,1,0,1,0,0,1,0,0,0
120,27.0,14.54,0,1,0,0,1,1,0,0,0,1,0,0
121,45.0,72.46,0,0,0,1,0,0,1,1,0,0,0,0
122,24.0,17.88,0,0,0,0,1,0,1,1,0,0,0,0
123,87.0,61.01,0,1,1,0,0,1,0,0,1,0,0,0
124,27.0,71.82,0,1,0,0,0,1,0,0,0,0,1,0
125,86.0,74.26,0,1,0,0,0,1,0,0,0,0,0,0
126,47.0,22.33,0,0,0,1,0,0,1,0,0,0,1,0
127,81.0,24.03,1,0,0,0,0,0,1,0,0,0,1,0
128,57.0,10.23,0,1,0,1,0,1,0,0,0,0,0,0
129,46.0,19.5,0,1,0,0,0,0,0,0,0,0,0,0
130,8.0,20.17,0,0,0,0,0,0,1,0,0,0,0,0
131,6.0,21.83,0,1,0,1,0,1,0,0,0,1,0,0
132,9.0,69.14,0,1,0,0,0,0,0,0,0,1,0,0
133,70.0,18.44,0,0,0,0,1,0,1,0,0,0,1,0
134,90.0,67.31,0,1,0,1,0,0,0,0,0,0,1,0
135,5.0,77.82,0,1,0,0,1,0,0,0,0,0,0,0
136,47.0,13.23,1,0,0,0,1,0,1,0,1,0,0,0
137,30.0,16.19,0,0,1,0,0,0,1,0,0,0,1,0
138,77.0,24.84,0,1,0,0,0,0,0,0,0,0,1,0
139,72.0,24.19,0,1,0,1,0,1,0,0,0,1,0,0
140,66.0,27.38,0,1,0,0,0,0,0,0,0,0,0,1
141,26.0,57.82,0,1,1,0,0,0,0,0,0,0,0,0
142,96.0,64.68,0,0,0,0,0,0,1,0,1,0,0,0
143,94.0,15.42,0,0,0,0,0,0,1,1,0,0,0,0
144,26.0,21.39,0,0,0,0,1,0,1,1,0,0,0,0
145,19.0,62.44,0,0,0,0,1,0,1,0,0,0,0,1
146,50.0,69.49,0,1,0,0,0,1,0,0,1,0,0,0
147,74.0,18.74,0,1,1,0,0,0,0,0,0,1,0,0
148,39.0,18.53,0,0,0,0,1,1,0,0,0,0,0,0
149,33.0,21.73,0,1,0,0,0,1,0,0,0,1,0,0
150,61.0,51.82,1,0,1,0,0,0,1,1,0,0,0,0
151,31.0,74.68,0,0,0,0,0,0,1,0,0,1,0,0
152,57.0,61.16,1,1,0,0,1,0,0,0,0,1,0,0
153,35.0,60.9,0,1,0,0,0,1,0,0,0,0,0,1
154,56.0,22.49,1,0,0,0,1,0,1,0,0,0,1,0
155,33.0,22.65,0,0,0,0,0,0,1,1,0,0,0,0
156,23.0,67.89,1,1,0,0,0,1,0,0,0,1,0,0
157,32.0,23.24,0,0,0,0,0,0,1,0,1,0,0,0
158,1.0,19.81,1,1,0,0,1,1,0,0,0,1,0,0
159,72.0,18.33,0,1,0,0,1,1,0,0,0,1,0,0
160,57.0,65.83,1,1,0,0,0,1,0,0,1,0,0,0
161,8.0,17.3,0,1,0,0,1,1,0,0,0,1,0,0
162,63.0,25.42,0,1,0,0,1,0,0,0,0,1,0,0
163,76.0,19.09,1,0,0,0,0,0,1,0,1,0,0,0
164,87.0,16.76,0,1,0,0,0,1,0,1,0,0,0,0
165,75.0,14.91,1,1,0,0,0,0,0,0,0,0,1,0
166,30.0,70.4,0,1,1,0,0,0,0,0,0,0,1,0
167,91.0,69.87,0,0,1,0,0,0,1,0,1,0,0,0
168,78.0,76.05,0,1,0,0,1,1,0,0,0,0,1,0
169,7.0,11.82,0,1,0,0,0,0,0,0,1,0,0,0
170,22.0,68.36,0,1,0,0,0,0,0,0,1,0,0,0
171,16.0,18.47,0,0,0,1,0,0,1,0,0,1,0,0
172,95.0,25.65,1,0,0,0,0,0,1,1,0,0,0,0
173,33.0,66.14,0,0,1,0,0,0,1,0,0,1,0,0
174,87.0,75.08,0,1,0,0,1,1,0,0,0,0,0,1
175,97.0,79.42,1,0,0,0,1,0,1,0,0,0,1,0
176,67.0,19.92,0,1,1,0,0,1,0,0,0,0,0,1
177,48.0,18.55,0,1,0,0,0,0,0,1,0,0,0,0
178,37.0,19.73,0,0,0,0,0,0,1,0,0,1,0,0
179,57.0,21.49,1,1,0,0,1,0,0,0,0,1,0,0
180,71.0,24.93,0,0,0,0,0,1,0,1,0,0,0,0
181,90.0,19.31,0,0,0,0,0,0,1,0,1,0,0,0
182,32.0,19.49,0,0,0,0,0,0,1,0,0,0,0,0
183,88.0,23.02,1,1,0,0,1,0,0,0,0,0,0,0
184,64.0,69.99,1,1,1,0,0,0,0,0,1,0,0,0
185,54.0,66.03,0,1,0,0,1,0,0,0,1,0,0,0
186,36.0,20.74,0,1,1,0,0,0,0,0,0,0,1,0
187,89.0,49.16,1,1,1,0,0,0,0,0,1,0,0,0
188,86.0,18.86,0,1,0,1,0,1,0,0,0,0,0,0
189,62.0,23.03,0,0,0,0,0,0,1,1,0,0,0,0
190,84.0,25.18,1,1,0,0,0,0,0,0,0,0,1,0
191,61.0,15.57,1,1,0,0,1,1,0,0,0,0,1,0
192,45.0,16.51,1,0,0,0,0,0,1,1,0,0,0,0
193,86.0,18.31,1,1,0,0,1,1,0,1,0,0,0,0
194,19.0,66.17,0,0,0,0,0,0,1,0,1,0,0,0
195,37.0,20.51,0,1,0,0,0,0,0,1,0,0,0,0
196,85.0,74.82,0,0,1,0,0,0,1,1,0,0,0,0
197,33.0,15.8,0,1,1,0,0,0,0,0,0,1,0,0
198,59.0,17.74,1,1,0,0,1,0,0,0,0,1,0,0
199,56.0,23.19,0,1,1,0,0,0,0,0,0,0,1,0
200,73.0,12.71,1,1,0,0,0,1,0,0,0,0,0,1
201,64.0,28.07,0,0,1,0,0,0,1,0,0,0,0,0
202,12.0,22.47,0,1,1,0,0,1,0,0,1,0,0,0
203,9.0,65.38,0,1,1,0,0,1,0,0,0,1,0,0
204,28.0,69.72,0,1,0,1,0,0,0,0,1,0,0,0
205,99.0,23.95,0,0,1,0,0,0,1,0,1,0,0,0
206,47.0,95.88,1,0,0,0,0,0,1,0,0,1,0,0
207,16.0,17.32,0,1,0,0,1,1,0,1,0,0,0,0
208,94.0,81.25,1,1,0,0,0,1,0,0,0,1,0,0
209,17.0,73.76,0,1,1,0,0,0,0,0,0,0,1,0
210,3.0,16.63,1,1,0,0,0,1,0,0,0,1,0,0
211,64.0,69.06,0,0,0,0,0,0,1,0,0,1,0,0
212,9.0,15.23,0,1,0,0,0,0,0,0,0,1,0,0
213,58.0,18.76,0,1,0,0,1,0,0,0,1,0,0,0
214,92.0,19.48,0,1,0,0,1,0,0,0,1,0,0,0
215,58.0,71.61,0,1,0,1,0,1,0,0,0,0,0,1
216,51.0,67.95,0,0,0,0,0,0,1,0,1,0,0,0
217,95.0,22.94,0,1,0,0,1,0,0,0,0,0,0,0
218,48.0,20.64,0,0,0,0,0,0,0,0,0,1,0,0
219,50.0,23.34,0,0,0,1,0,0,1,0,0,0,0,0
220,87.0,22.54,0,1,0,0,1,1,0,0,1,0,0,0
221,15.0,18.62,0,1,0,0,1,1,0,0,0,0,0,0
222,77.0,20.48,1,0,0,0,1,0,1,1,0,0,0,0
223,98.0,72.48,0,0,0,0,1,0,1,0,1,0,0,0
224,39.0,72.68,1,1,0,0,0,0,0,0,0,1,0,0
225,94.0,23.37,0,1,0,0,0,1,0,0,1,0,0,0
226,10.0,18.96,1,0,0,0,1,0,1,0,0,0,1,0
227,49.0,20.48,1,1,0,1,0,1,0,1,0,0,0,0
228,22.0,78.16,0,1,1,0,0,0,0,0,0,0,0,1
229,80.0,27.09,0,1,0,0,1,1,0,0,0,0,1,0
230,98.0,69.94,1,0,0,0,0,0,1,0,0,0,1,0
231,92.0,22.82,0,1,0,0,1,1,0,0,0,1,0,0
232,4.0,55.03,0,0,0,1,0,0,1,0,0,0,0,1
233,11.0,18.06,1,1,0,0,1,0,0,0,0,0,0,0
234,57.0,21.85,0,0,0,0,0,0,1,0,0,0,1,0
235,3.0,18.12,0,0,0,0,1,0,1,0,0,1,0,0
236,7.0,17.95,0,1,0,0,0,0,0,0,0,1,0,0
237,4.0,20.38,0,1,0,0,1,1,0,1,0,0,0,0
238,97.0,13.28,0,1,0,0,0,1,0,1,0,0,0,0
239,56.0,23.81,0,1,0,1,0,0,0,0,0,1,0,0
240,56.0,12.98,0,1,0,0,1,0,0,1,0,0,0,0
241,15.0,24.61,0,1,0,0,0,0,0,0,0,1,0,0
242,70.0,74.67,0,1,0,0,1,1,0,0,1,0,0,0
243,76.0,15.93,1,1,0,0,1,1,0,0,0,0,1,0
244,47.0,17.97,1,1,1,0,0,1,0,0,1,0,0,0
245,78.0,18.43,1,0,1,0,0,0,1,0,0,0,0,1
246,45.0,20.47,0,1,0,0,1,1,0,0,0,0,0,1
247,35.0,70.2,0,0,1,0,0,0,0,0,1,0,0,0
248,24.0,67.12,1,1,0,0,1,1,0,0,1,0,0,0
249,45.0,17.6,0,1,1,0,0,1,0,0,1,0,0,0
250,55.0,19.45,0,1,0,0,0,1,0,0,0,0,1,0
251,34.0,75.04,0,1,0,0,0,1,0,1,0,0,0,0
252,77.0,22.86,0,0,0,0,1,0,1,0,1,0,0,0
253,84.0,67.13,1,1,0,0,1,0,0,1,0,0,0,0
254,55.0,20.47,1,1,1,0,0,1,0,0,1,0,0,0
255,42.0,24.57,0,1,0,0,0,1,0,0,1,0,0,0
256,99.0,17.24,1,0,1,0,0,0,1,0,0,1,0,0
257,47.0,21.14,0,0,0,0,0,0,0,0,0,0,1,0
258,64.0,67.41,1,1,0,0,0,0,0,0,0,0,1,0
259,81.0,64.33,1,1,1,0,0,0,0,0,1,0,0,0
260,3.0,18.35,1,0,0,0,0,0,1,0,0,1,0,0
261,24.0,76.52,0,1,1,0,0,1,0,0,0,0,0,0
262,42.0,67.88,0,1,0,0,0,1,0,0,0,1,0,0
263,78.0,22.99,0,1,1,0,0,1,0,0,0,0,1,0
264,15.0,71.71,0,1,1,0,0,1,0,0,0,0,0,1
265,4.0,20.61,0,1,0,0,0,0,0,1,0,0,0,0
266,78.0,48.95,1,0,0,0,0,0,1,1,0,0,0,0
267,80.0,18.34,1,0,1,0,0,0,1,0,1,0,0,0
268,38.0,64.7,0,0,0,0,0,0,1,0,0,1,0,0
269,90.0,23.65,0,1,0,0,0,1,0,0,1,0,0,0
270,94.0,22.47,0,1,0,0,0,0,0,0,0,1,0,0
271,80.0,11.36,1,0,1,0,0,0,1,0,0,0,0,0
272,46.0,16.9,0,0,1,0,0,0,1,0,1,0,0,0
273,61.0,18.4,0,0,0,0,0,0,1,0,0,1,0,0
274,90.0,78.13,0,1,1,0,0,1,0,0,1,0,0,0
275,63.0,20.15,0,0,0,0,0,0,1,0,0,0,0,0
276,64.0,19.06,0,0,1,0,0,0,1,0,0,0,1,0
277,86.0,18.99,0,0,0,0,1,0,1,0,1,0,0,0
278,40.0,73.7,0,1,1,0,0,0,0,0,0,1,0,0
279,14.0,25.57,0,1,0,1,0,1,0,0,0,1,0,0
280,45.0,66.93,0,0,0,0,0,1,0,0,0,0,1,0
281,36.0,56.84,0,0,1,0,0,0,1,1,0,0,0,0
282,96.0,23.56,1,0,0,0,1,0,1,0,1,0,0,0
283,20.0,72.23,0,1,0,0,1,1,0,0,0,1,0,0
284,95.0,67.57,0,0,0,0,0,0,1,0,0,0,0,0
285,66.0,71.01,1,0,1,0,0,0,1,1,0,0,0,0
286,69.0,13.75,0,0,0,0,0,0,1,1,0,0,0,0
287,88.0,17.81,1,1,0,0,1,1,0,0,0,1,0,0
288,0.0,13.63,0,1,0,0,0,0,0,1,0,0,0,0
289,22.0,13.04,1,1,1,0,0,0,0,1,0,0,0,0
290,86.0,16.63,0,0,0,1,0,0,1,0,0,1,0,0
291,45.0,22.29,0,0,1,0,0,1,0,0,0,0,1,0
292,59.0,9.27,0,1,1,0,0,0,0,0,0,0,1,0
293,24.0,14.08,0,0,0,0,0,0,1,0,0,0,0,0
294,45.0,13.66,1,0,0,0,0,0,0,0,1,0,0,0
295,72.0,19.44,1,1,0,0,0,0,0,0,1,0,0,0
296,73.0,15.69,0,0,0,0,1,0,1,0,0,0,0,1
297,36.0,22.76,0,0,0,0,0,0,1,1,0,0,0,0
298,81.0,16.03,1,1,0,0,0,0,0,0,0,0,1,0
299,55.0,12.47,0,1,0,0,0,1,0,0,0,0,1,0
300,2.0,18.17,0,0,1,0,0,1,0,1,0,0,0,0
301,12.0,18.46,1,1,0,0,0,0,0,0,0,0,1,0
302,89.0,21.45,1,1,0,1,0,0,0,0,0,1,0,0
303,61.0,68.15,0,1,0,0,0,0,0,0,1,0,0,0
304,68.0,24.29,1,0,0,0,1,0,1,1,0,0,0,0
305,97.0,70.24,0,0,0,0,1,0,1,0,0,1,0,0
306,54.0,71.6,0,1,0,0,0,0,0,1,0,0,0,0
307,3.0,64.92,0,0,1,0,0,0,1,0,0,1,0,0
308,60.0,63.75,0,1,0,1,0,0,0,0,0,0,1,0
309,11.0,23.01,0,1,0,0,1,1,0,1,0,0,0,0
310,20.0,13.81,0,0,0,0,0,0,1,1,0,0,0,0
311,67.0,24.73,0,1,0,0,0,1,0,0,0,0,1,0
312,79.0,24.18,0,1,0,0,1,0,0,0,0,0,0,0
313,47.0,21.83,1,0,0,0,0,0,1,0,0,1,0,0
314,42.0,44.98,1,0,0,0,1,0,1,0,0,0,0,0
315,20.0,21.9,0,1,0,0,0,1,0,0,0,1,0,0
316,8.0,19.97,0,1,1,0,0,0,0,0,1,0,0,0
317,76.0,16.89,0,1,0,0,0,1,0,1,0,0,0,0
318,55.0,77.06,0,0,0,0,1,0,1,0,1,0,0,0
319,40.0,18.15,1,1,1,0,0,0,0,0,1,0,0,0
320,12.0,68.72,0,1,0,0,1,0,0,1,0,0,0,0
321,32.0,20.8,0,0,0,0,0,0,1,0,0,1,0,0
322,92.0,23.4,0,0,0,0,1,0,1,0,0,1,0,0
323,62.0,20.73,0,0,0,0,1,1,0,0,0,0,0,0
324,16.0,62.03,0,0,0,0,1,0,1,0,1,0,0,0
325,25.0,17.23,1,1,1,0,0,0,0,1,0,0,0,0
326,26.0,16.6,0,1,0,0,0,0,0,0,0,0,1,0
327,21.0,64.07,0,0,0,0,0,0,1,1,0,0,0,0
328,49.0,58.26,0,0,1,0,0,0,1,1,0,0,0,0
329,63.0,16.2,0,1,0,1,0,0,0,0,1,0,0,0
330,64.0,75.89,1,1,1,0,0,1,0,0,0,0,0,1
331,47.0,15.52,0,0,1,0,0,0,1,0,0,1,0,0
332,58.0,25.03,0,1,0,0,1,1,0,0,1,0,0,0
333,4.0,70.6,0,1,0,0,1,0,0,0,1,0,0,0
334,46.0,18.62,0,0,0,0,0,0,0,1,0,0,0,0
335,58.0,71.12,1,1,0,0,1,0,0,0,0,0,0,0
336,60.0,64.71,0,1,0,0,0,0,0,0,0,1,0,0
337,32.0,17.15,0,0,0,0,0,0,1,1,0,0,0,0
338,21.0,62.4,0,1,0,0,0,0,0,0,0,1,0,0
339,28.0,25.53,0,0,1,0,0,1,0,0,0,0,0,1
340,21.0,22.84,0,0,1,0,0,0,1,1,0,0,0,0
341,37.0,74.08,0,1,1,0,0,0,0,0,0,0,0,0
342,52.0,17.72,0,0,0,1,0,0,1,0,0,0,1,0
343,42.0,15.58,0,0,0,0,0,1,0,1,0,0,0,0
344,66.0,61.58,0,0,0,0,1,0,1,0,0,0,1,0
345,66.0,58.71,0,1,0,0,1,0,0,0,0,0,0,1
346,76.0,15.57,0,1,0,0,1,1,0,0,0,1,0,0
347,27.0,73.74,0,0,0,1,0,0,1,0,0,1,0,0
348,44.0,22.22,0,0,1,0,0,0,1,0,0,1,0,0
349,78.0,18.2,0,1,0,0,1,1,0,0,0,0,0,1
350,66.0,68.16,0,1,0,0,1,0,0,1,0,0,0,0
351,25.0,19.09,0,1,0,0,0,1,0,0,0,0,0,1
352,22.0,63.48,0,1,0,0,0,0,0,0,0,1,0,0
353,77.0,51.36,0,1,0,0,1,0,0,0,1,0,0,0
354,78.0,71.19,0,1,0,0,0,1,0,0,0,1,0,0
355,61.0,23.81,0,1,1,0,0,1,0,0,0,1,0,0
356,95.0,21.69,0,0,0,0,1,0,1,0,0,1,0,0
357,50.0,77.67,0,0,0,1,0,0,1,0,0,0,1,0
358,63.0,55.92,0,0,1,0,0,0,1,0,0,0,0,1
359,24.0,16.55,0,1,0,0,0,0,0,0,1,0,0,0
360,17.0,17.78,0,0,1,0,0,0,1,0,1,0,0,0
361,73.0,65.99,0,1,0,0,0,0,0,1,0,0,0,0
362,97.0,16.74,0,1,0,1,0,1,0,0,0,0,0,0
363,65.0,67.99,0,1,1,0,0,0,0,0,1,0,0,0
364,97.0,18.31,1,0,0,1,0,0,1,0,0,0,1,0
365,77.0,66.7,0,0,0,0,1,0,1,0,0,0,1,0
366,31.0,24.06,0,1,0,0,0,1,0,1,0,0,0,0
367,26.0,89.57,0,1,0,0,1,1,0,0,1,0,0,0
368,57.0,57.75,0,0,0,0,0,0,1,0,0,1,0,0
369,68.0,21.85,0,1,1,0,0,0,0,0,0,0,1,0
370,31.0,16.63,0,1,1,0,0,1,0,1,0,0,0,0
371,35.0,24.82,1,1,0,0,0,1,0,0,0,1,0,0
372,66.0,15.51,0,1,0,0,0,0,0,0,0,1,0,0
373,76.0,16.92,0,0,0,1,0,0,0,0,1,0,0,0
374,99.0,21.7,0,0,0,0,1,0,1,0,0,1,0,0
375,70.0,61.68,0,0,0,0,1,0,1,0,0,1,0,0
376,43.0,69.49,0,1,0,0,0,0,0,0,0,0,0,0
377,42.0,20.3,1,0,0,0,0,0,1,0,0,1,0,0
378,24.0,16.82,0,0,1,0,0,0,1,0,0,0,0,0
379,41.0,17.8,0,0,1,0,0,0,1,0,1,0,0,0
380,98.0,31.11,0,1,0,0,0,1,0,1,0,0,0,0
381,28.0,19.56,1,1,0,0,0,0,0,0,0,0,0,0
382,5.0,69.72,1,0,0,0,0,1,0,0,0,0,0,1
383,71.0,24.96,0,1,0,0,0,1,0,1,0,0,0,0
384,83.0,61.89,0,1,1,0,0,1,0,0,0,0,0,0
385,55.0,19.17,0,1,1,0,0,1,0,0,0,0,1,0
386,36.0,13.76,0,1,0,0,1,1,0,1,0,0,0,0
387,16.0,74.78,1,1,0,0,0,0,0,0,0,0,1,0
388,4.0,18.63,0,0,0,1,0,0,1,0,0,0,1,0
389,23.0,20.12,0,1,1,0,0,1,0,1,0,0,0,0
390,91.0,62.77,0,0,0,1,0,0,1,0,0,0,1,0
391,90.0,15.18,0,1,0,0,1,0,0,0,0,0,0,0
392,92.0,25.24,1,1,1,0,0,0,0,1,0,0,0,0
393,95.0,21.35,0,1,1,0,0,0,0,1,0,0,0,0
394,7.0,67.7,0,1,0,1,0,1,0,0,0,1,0,0
395,94.0,23.58,0,1,0,0,0,0,0,0,1,0,0,0
396,64.0,20.72,0,0,1,0,0,0,1,0,0,1,0,0
397,78.0,17.05,1,0,0,0,0,0,1,0,0,0,0,1
398,57.0,70.81,0,1,0,1,0,1,0,0,1,0,0,0
399,2.0,67.0,1,1,1,0,0,0,0,0,0,0,0,0
400,11.0,69.73,0,0,1,0,0,0,1,1,0,0,0,0
401,92.0,23.34,0,0,0,0,1,0,1,1,0,0,0,0
402,19.0,82.68,0,1,0,1,0,1,0,0,0,0,1,0
403,19.0,69.95,1,0,0,0,1,0,1,1,0,0,0,0
