,email_open_rate,time_in_product_mins,country_AU,devices_Desktop,referrer_channels_Direct,referrer_channels_None,referrer_channels_Organic,campaigns_au_nz_eofy,campaigns_au_nz_mobile_product_launch,industries_Construction,industries_Education,industries_Finance,industries_Healthcare,industries_Hospitality
26617,30.0,82.25,0,0,0,0,1,1,0,0,0,0,0,1
5930,8.0,69.39,0,0,1,0,0,0,1,1,0,0,0,0
8132,62.0,70.69,0,1,0,0,0,1,0,0,0,0,1,0
42163,49.0,21.62,1,1,0,0,1,1,0,0,0,1,0,0
30248,94.0,80.04,0,0,0,0,0,0,0,0,0,1,0,0
25947,92.0,18.82,0,1,0,0,1,0,0,0,1,0,0,0
25057,48.0,16.92,0,1,0,0,0,0,0,0,1,0,0,0
11606,13.0,22.75,1,0,0,0,1,0,1,0,0,1,0,0
47857,24.0,19.88,0,1,0,0,1,1,0,0,0,0,1,0
17120,46.0,16.95,0,0,0,0,0,0,1,0,0,1,0,0
24443,26.0,14.8,0,1,0,0,0,0,0,0,0,1,0,0
319,28.0,19.46,1,1,1,0,0,0,0,1,0,0,0,0
34530,33.0,24.09,0,0,0,0,0,0,1,1,0,0,0,0
9199,45.0,13.55,0,0,0,0,0,0,0,1,0,0,0,0
1249,67.0,72.79,0,0,0,0,0,0,1,0,1,0,0,0
1828,9.0,70.24,0,1,1,0,0,0,0,0,0,1,0,0
3945,58.0,18.65,0,0,0,0,0,0,1,0,0,0,1,0
24154,16.0,72.92,1,1,1,0,0,0,0,0,0,0,1,0
769,97.0,24.82,0,0,0,0,1,0,1,0,0,0,1,0
9183,4.0,25.93,0,0,0,0,0,0,1,0,1,0,0,0
13792,98.0,17.41,0,1,0,0,0,0,0,1,0,0,0,0
42892,61.0,21.94,0,0,0,1,0,0,0,0,1,0,0,0
33298,32.0,69.22,1,1,0,1,0,1,0,0,1,0,0,0
48925,31.0,77.38,0,0,1,0,0,0,1,1,0,0,0,0
2551,75.0,24.6,0,1,0,0,1,0,0,1,0,0,0,0
33312,14.0,22.1,0,0,0,0,0,0,1,0,0,0,0,0
48787,38.0,19.72,0,1,0,0,0,0,0,1,0,0,0,0
22480,63.0,22.74,1,0,1,0,0,0,1,1,0,0,0,0
29629,78.0,70.79,0,0,0,1,0,0,1,1,0,0,0,0
40964,70.0,26.06,0,0,0,0,0,0,1,0,0,1,0,0
16602,48.0,17.83,0,0,0,0,0,0,1,1,0,0,0,0
7526,56.0,78.36,0,0,0,0,0,0,0,0,0,0,0,1
32482,55.0,18.31,0,1,1,0,0,1,0,0,0,0,1,0
37672,17.0,21.33,0,0,0,0,0,0,1,0,0,0,1,0
47907,18.0,67.92,0,0,0,0,0,0,0,0,0,0,1,0
39667,52.0,23.83,0,0,0,0,1,0,1,0,0,0,1,0
19706,22.0,25.9,1,0,0,0,0,0,1,1,0,0,0,0
17506,36.0,14.39,0,1,1,0,0,1,0,0,0,0,0,0
19771,50.0,19.18,0,1,0,0,1,1,0,0,0,0,0,0
20788,63.0,68.1,0,1,1,0,0,0,0,0,0,0,0,0
49575,57.0,62.2,1,0,0,0,1,0,1,1,0,0,0,0
36095,24.0,20.86,0,0,0,0,1,0,1,0,0,0,1,0
34300,39.0,27.45,0,1,0,0,1,0,0,0,0,0,0,1
5438,9.0,64.73,0,1,0,0,0,1,0,1,0,0,0,0
9129,65.0,20.72,0,1,0,0,1,1,0,0,0,1,0,0
36809,44.0,75.94,1,1,0,0,1,0,0,0,0,0,1,0
29129,67.0,22.07,0,1,0,0,1,1,0,1,0,0,0,0
16682,9.0,69.25,1,0,1,0,0,0,1,0,0,1,0,0
28906,71.0,65.97,0,0,1,0,0,0,1,0,0,1,0,0
12883,7.0,23.21,0,1,0,0,1,0,0,0,0,0,0,0
46239,1.0,22.44,0,1,0,0,1,0,0,0,1,0,0,0
35395,51.0,24.64,0,1,0,0,1,0,0,0,0,1,0,0
20046,46.0,17.92,1,1,0,0,1,1,0,0,1,0,0,0
11431,70.0,18.46,0,1,0,0,1,0,0,0,0,1,0,0
44518,33.0,25.06,0,1,1,0,0,1,0,0,0,0,0,0
9542,14.0,20.93,0,0,1,0,0,0,1,0,0,1,0,0
47697,49.0,18.35,0,1,0,0,0,0,0,0,0,0,0,1
48138,85.0,20.82,1,0,0,0,0,0,1,0,1,0,0,0
14137,80.0,23.82,0,1,0,0,0,0,0,0,0,0,1,0
17378,97.0,72.27,1,1,0,0,0,1,0,0,0,1,0,0
28124,42.0,19.63,0,1,1,0,0,0,0,0,0,0,0,1
39173,98.0,19.59,0,0,0,1,0,0,1,0,1,0,0,0
5920,84.0,21.96,0,1,0,0,0,0,0,1,0,0,0,0
47467,73.0,71.26,0,1,0,0,0,0,0,1,0,0,0,0
6438,19.0,66.3,1,0,0,0,0,0,1,0,0,1,0,0
47334,22.0,67.69,0,0,0,1,0,0,1,1,0,0,0,0
20032,50.0,23.78,0,0,0,0,0,0,1,1,0,0,0,0
16060,54.0,20.79,0,0,1,0,0,0,1,0,0,1,0,0
32510,96.0,16.28,0,0,1,0,0,1,0,0,1,0,0,0
23123,9.0,74.95,0,1,0,0,0,1,0,0,0,1,0,0
22784,13.0,63.92,0,0,1,0,0,0,1,0,0,1,0,0
33462,9.0,85.43,0,1,0,1,0,1,0,0,0,1,0,0
13780,57.0,12.74,0,1,0,0,0,1,0,0,0,0,1,0
23402,8.0,77.55,1,0,0,0,0,0,1,1,0,0,0,0
35308,63.0,21.75,0,0,0,0,1,0,1,0,0,0,0,1
3445,91.0,74.22,0,0,0,0,1,0,1,1,0,0,0,0
20732,97.0,13.19,1,0,0,0,0,0,1,0,0,0,1,0
11502,53.0,69.44,0,0,0,0,0,0,1,0,0,1,0,0
7701,79.0,24.48,1,1,0,0,1,1,0,0,1,0,0,0
234,71.0,25.45,0,0,0,0,0,0,1,1,0,0,0,0
43144,99.0,15.7,0,0,0,0,1,0,1,0,0,0,1,0
7413,23.0,72.58,0,0,0,0,0,0,1,0,0,0,1,0
2455,28.0,18.39,1,1,1,0,0,1,0,0,0,0,1,0
11871,18.0,20.55,1,0,1,0,0,0,1,1,0,0,0,0
35244,72.0,53.41,0,0,0,0,1,0,1,0,0,0,1,0
45362,50.0,25.03,0,0,0,0,1,0,1,0,0,1,0,0
43296,51.0,70.46,0,1,0,0,0,1,0,0,0,0,1,0
48818,64.0,21.09,0,1,1,0,0,0,0,1,0,0,0,0
43163,46.0,25.03,0,0,0,1,0,0,1,0,0,1,0,0
34649,24.0,19.76,1,0,1,0,0,0,1,1,0,0,0,0
47981,22.0,22.46,0,1,0,1,0,0,0,0,0,1,0,0
26467,8.0,20.89,0,1,0,0,1,0,0,0,1,0,0,0
48043,31.0,14.88,0,0,0,1,0,0,1,0,0,1,0,0
31185,11.0,25.37,0,0,0,0,0,0,1,0,0,1,0,0
1583,82.0,73.58,1,0,0,0,0,0,1,0,1,0,0,0
4602,17.0,22.54,0,1,0,0,0,0,0,0,0,0,0,1
10941,69.0,20.02,1,0,0,0,0,0,1,1,0,0,0,0
4294,28.0,71.12,0,0,1,0,0,0,1,0,0,1,0,0
13609,31.0,69.38,0,1,0,0,0,0,0,0,0,0,1,0
16013,65.0,72.93,1,1,1,0,0,1,0,0,1,0,0,0
9826,23.0,21.66,0,1,0,0,0,1,0,0,1,0,0,0
43645,9.0,61.56,0,0,1,0,0,0,1,1,0,0,0,0
38780,6.0,23.24,0,1,0,0,0,1,0,1,0,0,0,0
34342,92.0,17.43,1,0,0,0,0,0,1,0,0,1,0,0
19350,81.0,76.43,1,0,1,0,0,1,0,0,0,1,0,0
21233,1.0,21.28,1,0,1,0,0,0,1,1,0,0,0,0
21500,26.0,20.55,0,1,0,0,1,0,0,1,0,0,0,0
1000,10.0,16.76,0,1,0,1,0,1,0,1,0,0,0,0
22919,74.0,21.79,0,1,0,0,0,1,0,0,1,0,0,0
42651,47.0,74.53,0,0,0,0,1,0,1,1,0,0,0,0
34110,66.0,71.47,0,1,0,0,0,1,0,0,0,0,0,0
9619,32.0,20.4,1,1,0,0,0,1,0,1,0,0,0,0
46322,29.0,21.32,0,1,0,0,0,0,0,0,0,0,0,0
2660,11.0,51.82,0,1,0,0,0,0,0,0,0,0,1,0
8217,22.0,21.32,0,0,0,0,0,0,1,0,0,0,0,0
34730,93.0,20.58,1,1,0,0,1,1,0,1,0,0,0,0
7654,21.0,18.43,1,1,0,0,1,0,0,1,0,0,0,0
28321,58.0,82.34,0,1,1,0,0,0,0,0,0,1,0,0
43743,48.0,19.36,0,0,0,0,0,0,1,0,0,0,1,0
27783,74.0,23.18,1,1,1,0,0,0,0,0,0,0,0,1
20571,33.0,17.36,0,1,1,0,0,1,0,0,1,0,0,0
4788,71.0,71.67,0,1,1,0,0,1,0,1,0,0,0,0
16636,75.0,11.96,0,0,0,0,0,0,1,0,0,1,0,0
6229,39.0,17.77,0,0,0,0,1,0,0,1,0,0,0,0
36509,61.0,51.82,1,0,1,0,0,0,1,1,0,0,0,0
35468,45.0,71.69,0,0,0,0,1,0,1,0,0,1,0,0
27495,48.0,13.19,0,0,0,0,1,0,1,0,0,0,1,0
24424,39.0,14.32,0,1,0,0,0,0,0,0,0,0,0,1
29523,73.0,14.79,1,1,1,0,0,1,0,0,0,0,0,1
47910,87.0,74.09,0,0,0,1,0,0,0,0,0,0,1,0
29267,27.0,18.04,0,1,0,0,1,0,0,0,0,0,1,0
18557,15.0,47.98,0,1,0,1,0,1,0,0,1,0,0,0
20844,84.0,14.31,0,1,1,0,0,1,0,1,0,0,0,0
11125,99.0,77.38,0,1,0,1,0,0,0,0,0,0,1,0
37467,4.0,18.44,0,1,0,0,0,1,0,0,0,0,0,1
39008,79.0,25.13,1,1,1,0,0,1,0,0,0,0,1,0
31597,25.0,21.7,0,0,1,0,0,0,1,0,1,0,0,0
37511,37.0,60.81,0,0,0,1,0,1,0,0,0,0,0,1
179,57.0,76.9,0,0,0,0,1,0,1,0,0,0,0,1
47051,20.0,22.94,1,0,0,0,1,0,1,1,0,0,0,0
18444,35.0,20.24,0,0,0,0,0,0,1,0,0,1,0,0
30432,9.0,8.05,0,0,0,1,0,0,1,0,0,0,1,0
14870,92.0,16.22,1,0,0,0,1,0,1,0,1,0,0,0
38180,27.0,19.83,0,0,0,0,0,1,0,0,0,0,1,0
42652,1.0,13.05,0,0,0,0,1,0,1,0,1,0,0,0
24497,91.0,83.03,0,0,0,1,0,0,0,1,0,0,0,0
44490,9.0,18.51,1,1,0,0,0,1,0,0,0,0,0,1
44019,50.0,12.53,1,1,1,0,0,1,0,0,0,1,0,0
3802,57.0,19.71,1,0,1,0,0,0,1,1,0,0,0,0
39713,57.0,17.04,0,0,1,0,0,0,1,0,1,0,0,0
12900,22.0,24.54,1,0,1,0,0,0,1,0,1,0,0,0
17904,69.0,66.45,1,0,0,0,1,1,0,0,0,0,1,0
1425,80.0,72.74,1,0,0,0,1,0,1,0,0,1,0,0
38169,9.0,22.67,0,1,0,1,0,0,0,0,1,0,0,0
27179,11.0,14.62,1,1,1,0,0,1,0,0,0,0,1,0
34193,89.0,71.34,0,1,0,0,0,1,0,0,0,0,0,1
5998,15.0,23.58,0,1,1,0,0,0,0,0,0,0,0,1
24923,96.0,21.07,0,0,1,0,0,0,1,0,0,0,0,1
46057,87.0,24.06,1,0,0,0,0,0,1,0,1,0,0,0
43790,54.0,71.79,1,1,0,0,1,0,0,0,0,0,1,0
32094,79.0,14.33,0,0,0,0,0,0,1,0,0,0,0,1
13894,63.0,16.43,0,0,0,0,0,0,1,1,0,0,0,0
17441,63.0,74.86,1,1,1,0,0,1,0,1,0,0,0,0
27242,20.0,24.35,0,0,0,0,0,0,1,0,0,0,0,1
27101,12.0,75.11,0,0,0,0,1,0,0,0,0,1,0,0
38668,96.0,25.5,0,0,1,0,0,0,1,0,0,0,0,1
1972,16.0,24.02,0,1,1,0,0,1,0,1,0,0,0,0
363,71.0,19.36,0,1,0,0,1,0,0,0,0,0,1,0
17669,91.0,70.59,1,1,1,0,0,0,0,0,0,0,1,0
37976,50.0,67.51,0,0,0,0,0,0,1,1,0,0,0,0
3765,58.0,24.09,0,1,1,0,0,0,0,0,0,1,0,0
32417,3.0,16.89,0,1,0,0,1,0,0,0,0,0,1,0
13270,67.0,73.17,0,0,0,0,1,0,1,0,0,1,0,0
17227,92.0,20.41,0,0,0,0,1,0,1,1,0,0,0,0
41349,61.0,70.21,1,0,0,0,1,0,0,0,0,1,0,0
8321,60.0,25.76,0,0,0,0,0,0,1,0,1,0,0,0
17686,45.0,23.64,0,1,0,0,1,1,0,0,0,0,1,0
38919,3.0,18.19,0,0,0,0,1,0,1,0,0,1,0,0
10365,41.0,14.93,0,1,0,0,0,1,0,0,0,1,0,0
32343,33.0,70.99,0,0,0,0,0,1,0,0,1,0,0,0
12372,73.0,16.5,0,1,0,1,0,1,0,0,1,0,0,0
32453,70.0,17.65,1,1,0,1,0,0,0,0,0,0,0,0
39162,5.0,61.63,0,0,0,0,0,1,0,1,0,0,0,0
6822,59.0,26.64,0,0,0,0,1,0,1,0,0,0,0,0
617,44.0,21.09,0,1,1,0,0,0,0,0,0,1,0,0
26073,5.0,66.67,0,1,0,0,1,0,0,1,0,0,0,0
44345,79.0,82.88,1,1,0,0,0,1,0,0,0,1,0,0
33886,58.0,67.97,1,0,1,0,0,0,1,1,0,0,0,0
3507,60.0,20.53,0,1,0,0,1,1,0,0,0,1,0,0
12993,52.0,73.29,0,0,0,0,1,0,1,0,0,0,1,0
8580,75.0,19.11,1,0,1,0,0,0,1,0,0,1,0,0
6005,69.0,65.74,0,0,0,0,0,0,1,1,0,0,0,0
41383,95.0,64.01,0,1,0,0,0,1,0,0,0,1,0,0
7027,20.0,20.46,0,0,0,0,1,0,1,1,0,0,0,0
11122,80.0,54.15,1,1,0,1,0,0,0,0,0,1,0,0
6188,41.0,22.57,0,1,0,1,0,0,0,0,0,1,0,0
38207,81.0,14.29,0,1,0,0,0,0,0,0,0,1,0,0
5365,44.0,25.11,1,0,0,0,0,0,1,1,0,0,0,0
11600,76.0,18.73,0,0,0,0,1,0,1,0,0,1,0,0
8648,39.0,16.23,1,1,0,0,0,1,0,0,0,0,1,0
47463,93.0,21.47,0,1,0,1,0,0,0,0,0,0,1,0
34027,2.0,25.25,0,0,1,0,0,0,1,0,0,1,0,0
13704,78.0,75.23,1,1,0,1,0,0,0,0,1,0,0,0
38928,71.0,24.07,0,1,0,0,1,0,0,0,1,0,0,0
22220,85.0,22.66,0,1,0,0,0,1,0,1,0,0,0,0
27611,42.0,17.25,0,1,0,1,0,1,0,1,0,0,0,0
48815,99.0,24.31,0,1,0,0,0,1,0,0,0,1,0,0
25376,86.0,17.6,1,1,0,0,0,0,0,0,0,1,0,0
15166,61.0,22.22,0,1,0,0,0,1,0,1,0,0,0,0
7720,53.0,16.98,0,1,0,0,0,0,0,0,1,0,0,0
36598,62.0,67.24,0,0,1,0,0,0,1,1,0,0,0,0
40862,70.0,19.84,0,1,1,0,0,1,0,0,0,0,0,1
39661,93.0,63.99,0,0,0,0,0,0,1,0,0,1,0,0
10052,100.0,11.14,0,0,0,1,0,0,1,0,0,0,0,0
3022,76.0,21.75,0,0,0,0,1,0,1,0,0,0,0,0
43865,84.0,73.43,0,1,0,0,0,0,0,1,0,0,0,0
28963,76.0,15.58,0,1,0,0,1,1,0,1,0,0,0,0
3392,24.0,61.91,0,1,1,0,0,0,0,0,0,1,0,0
9601,5.0,74.1,0,1,1,0,0,1,0,1,0,0,0,0
17321,62.0,22.16,0,0,0,0,1,0,1,0,1,0,0,0
46325,58.0,70.02,0,1,0,0,0,0,0,0,1,0,0,0
38828,29.0,17.48,1,1,1,0,0,0,0,0,0,0,0,1
47050,15.0,82.22,0,0,0,1,0,0,1,0,0,1,0,0
28931,43.0,20.11,0,0,1,0,0,0,1,0,0,1,0,0
12300,85.0,23.05,0,1,1,0,0,1,0,1,0,0,0,0
42188,34.0,78.57,0,0,0,0,1,0,1,0,0,0,0,1
396,48.0,21.63,0,1,0,0,1,1,0,0,0,0,1,0
27676,25.0,74.39,0,0,1,0,0,0,1,0,0,1,0,0
26170,22.0,72.22,0,0,0,0,1,0,1,0,1,0,0,0
37703,16.0,14.78,1,1,0,0,0,1,0,0,0,0,0,1
20513,91.0,67.07,1,0,1,0,0,0,1,0,0,0,0,0
37941,32.0,15.62,1,1,0,1,0,0,0,0,0,0,0,0
35830,6.0,17.55,0,0,1,0,0,0,1,1,0,0,0,0
40690,40.0,15.56,0,0,1,0,0,0,1,0,0,1,0,0
734,76.0,20.58,0,1,0,0,1,1,0,0,0,0,0,1
485,92.0,19.29,0,0,0,0,0,0,1,0,1,0,0,0
46502,76.0,79.72,0,0,1,0,0,0,1,1,0,0,0,0
2183,17.0,26.27,1,1,0,0,0,1,0,0,0,0,0,1
40047,33.0,18.98,1,0,1,0,0,0,1,1,0,0,0,0
37286,16.0,22.16,0,0,0,0,0,0,1,0,1,0,0,0
34642,52.0,58.21,0,1,0,0,0,0,0,0,0,0,0,1
33549,11.0,18.94,0,0,0,0,0,0,1,1,0,0,0,0
34096,13.0,28.98,0,0,0,0,0,0,1,0,1,0,0,0
37966,2.0,10.0,1,1,1,0,0,0,0,1,0,0,0,0
41184,1.0,48.8,1,1,0,0,0,1,0,0,0,1,0,0
8462,94.0,74.79,0,0,1,0,0,0,0,0,0,0,1,0
41267,22.0,63.23,0,1,0,0,0,1,0,0,1,0,0,0
25388,36.0,12.9,0,0,0,0,0,0,1,0,0,0,1,0
35104,72.0,21.47,0,0,1,0,0,0,1,0,1,0,0,0
42360,47.0,24.71,0,0,1,0,0,1,0,0,1,0,0,0
20400,53.0,17.47,1,1,0,0,1,1,0,0,1,0,0,0
26581,23.0,17.37,1,0,0,0,1,1,0,0,0,1,0,0
25373,74.0,68.5,0,0,0,0,1,0,1,1,0,0,0,0
10693,16.0,20.99,0,0,0,0,1,0,0,0,0,1,0,0
3211,72.0,15.95,0,1,0,0,0,1,0,0,0,0,1,0
26863,88.0,12.15,0,0,0,1,0,0,1,0,1,0,0,0
2581,68.0,21.24,0,1,1,0,0,0,0,0,0,1,0,0
41532,38.0,23.11,0,0,1,0,0,0,1,0,0,0,0,1
44476,11.0,13.45,0,1,1,0,0,1,0,0,0,0,0,0
28942,83.0,14.79,1,0,0,0,1,0,1,0,0,1,0,0
42238,72.0,17.06,0,1,0,0,0,1,0,0,0,0,0,0
29925,81.0,25.45,0,0,0,0,0,0,0,0,0,0,0,1
15143,57.0,27.27,0,1,0,0,1,1,0,0,0,1,0,0
33114,49.0,23.12,0,0,0,0,1,1,0,0,0,0,1,0
24327,29.0,15.34,0,0,0,0,0,0,1,1,0,0,0,0
37417,5.0,48.87,1,1,1,0,0,0,0,0,0,0,1,0
47058,80.0,17.14,0,1,1,0,0,1,0,0,0,1,0,0
23636,94.0,23.93,0,1,1,0,0,0,0,0,0,0,0,0
32837,91.0,69.79,0,1,1,0,0,1,0,0,1,0,0,0
8996,66.0,21.85,1,1,0,0,1,0,0,0,0,1,0,0
13528,67.0,71.9,1,1,0,0,0,0,0,0,0,0,1,0
42703,24.0,20.86,0,0,0,0,1,0,1,1,0,0,0,0
14479,35.0,21.58,0,0,1,0,0,1,0,1,0,0,0,0
29696,56.0,27.78,1,1,0,1,0,1,0,0,0,0,0,1
34767,36.0,22.42,0,1,1,0,0,1,0,0,0,0,1,0
4659,7.0,76.34,0,0,0,0,1,0,1,0,0,0,1,0
36069,59.0,21.61,0,1,1,0,0,1,0,0,0,0,1,0
24158,73.0,15.56,1,1,1,0,0,0,0,1,0,0,0,0
36552,67.0,74.54,0,0,1,0,0,0,1,0,1,0,0,0
31513,16.0,21.44,0,0,0,0,1,0,1,0,0,1,0,0
26612,94.0,66.35,0,1,0,0,1,0,0,0,0,0,0,0
47646,3.0,11.68,0,1,0,0,1,0,0,0,0,0,0,1
31129,38.0,13.01,0,1,0,1,0,0,0,0,1,0,0,0
14243,69.0,19.19,0,0,0,0,0,0,1,0,1,0,0,0
48563,89.0,73.22,0,0,0,0,1,0,1,0,0,1,0,0
39304,80.0,74.26,1,0,1,0,0,0,1,0,1,0,0,0
17840,17.0,19.31,0,1,1,0,0,0,0,0,0,0,1,0
8778,63.0,17.06,1,0,1,0,0,0,1,0,0,1,0,0
34479,70.0,18.64,0,1,0,0,0,1,0,0,0,0,0,1
19308,43.0,71.55,0,0,0,0,1,0,0,1,0,0,0,0
1639,35.0,11.2,0,0,0,0,1,0,1,1,0,0,0,0
35199,16.0,71.0,0,0,1,0,0,0,1,0,0,0,1,0
985,67.0,19.36,0,0,1,0,0,0,1,0,1,0,0,0
