,email_open_rate,time_in_product_mins,country_AU,devices_Desktop,referrer_channels_Direct,referrer_channels_None,referrer_channels_Organic,campaigns_au_nz_eofy,campaigns_au_nz_mobile_product_launch,industries_Construction,industries_Education,industries_Finance,industries_Healthcare,industries_Hospitality
101,75.0,22.7,0,0,0,0,0,0,1,0,0,1,0,0
102,93.0,27.26,0,1,1,0,0,0,0,1,0,0,0,0
103,41.0,81.76,1,0,0,0,0,0,1,0,0,0,0,0
104,82.0,18.02,0,1,1,0,0,0,0,0,0,0,1,0
105,53.0,19.49,1,0,0,0,1,0,1,0,0,0,0,1
106,55.0,75.63,1,1,1,0,0,0,0,1,0,0,0,0
107,85.0,21.68,1,0,0,0,1,0,1,1,0,0,0,0
108,14.0,70.85,0,1,0,0,0,1,0,0,1,0,0,0
109,47.0,64.17,0,1,0,0,1,0,0,1,0,0,0,0
110,54.0,16.02,0,1,0,0,1,1,0,0,0,1,0,0
111,4.0,57.63,1,1,0,0,1,1,0,0,0,0,0,1
112,1.0,15.05,1,1,0,0,1,1,0,0,1,0,0,0
113,83.0,79.03,1,0,0,0,0,1,0,0,0,0,1,0
114,30.0,24.16,0,1,0,0,0,1,0,0,0,0,1,0
115,100.0,21.17,0,0,0,0,0,0,1,0,0,1,0,0
116,22.0,18.22,0,0,1,0,0,0,1,0,0,0,0,0
117,45.0,18.57,0,0,1,0,0,0,1,0,0,0,0,1
118,52.0,19.27,0,1,0,0,0,1,0,0,0,1,0,0
119,54.0,20.84,0,1,1,0,0,1,0,1,0,0,0,0
120,4.0,19.82,0,0,0,0,1,0,1,0,0,0,1,0
121,26.0,18.92,0,0,1,0,0,0,1,0,0,1,0,0
122,90.0,68.86,0,1,0,0,1,1,0,1,0,0,0,0
123,4.0,26.31,0,1,0,0,0,0,0,0,0,1,0,0
124,91.0,69.94,1,0,0,0,1,0,1,1,0,0,0,0
125,56.0,18.68,0,1,0,0,0,0,0,0,0,1,0,0
126,1.0,21.9,0,1,0,0,0,0,0,0,0,0,0,0
127,40.0,71.34,0,1,1,0,0,0,0,0,1,0,0,0
128,65.0,68.64,0,1,1,0,0,0,0,0,0,1,0,0
129,2.0,25.28,0,0,0,1,0,0,1,0,1,0,0,0
130,81.0,18.18,0,1,0,0,0,0,0,0,0,1,0,0
131,61.0,80.48,0,0,0,0,0,0,1,0,0,0,0,0
132,64.0,21.36,0,1,1,0,0,0,0,0,0,0,0,1
133,54.0,19.61,0,1,0,0,1,0,0,0,1,0,0,0
134,10.0,76.38,0,0,0,0,0,0,1,1,0,0,0,0
135,94.0,16.61,0,0,0,0,1,0,1,0,1,0,0,0
136,37.0,24.23,0,0,0,1,0,0,1,1,0,0,0,0
137,26.0,25.76,0,1,1,0,0,0,0,0,0,1,0,0
138,46.0,22.42,0,1,1,0,0,0,0,0,0,1,0,0
139,9.0,60.72,0,1,0,0,1,0,0,0,0,1,0,0
140,40.0,17.97,0,0,0,0,0,0,1,0,0,0,1,0
141,69.0,80.02,0,1,1,0,0,0,0,0,0,0,0,1
142,23.0,72.58,0,0,0,0,0,0,1,0,0,0,1,0
143,1.0,18.94,0,0,0,0,0,0,0,0,0,0,0,1
144,56.0,69.33,0,0,0,0,1,0,1,0,0,0,1,0
145,52.0,23.64,0,0,0,0,1,0,1,0,0,1,0,0
146,41.0,56.45,0,0,1,0,0,0,1,0,0,0,0,0
147,48.0,32.02,1,1,0,0,0,0,0,0,0,0,0,1
148,87.0,68.97,0,0,0,0,0,0,1,0,0,0,0,1
149,15.0,22.51,0,1,1,0,0,1,0,0,1,0,0,0
150,12.0,20.18,0,1,0,0,0,0,0,1,0,0,0,0
151,16.0,18.08,0,0,0,0,0,0,1,0,0,0,1,0
152,9.0,27.24,0,1,1,0,0,1,0,0,0,0,1,0
153,97.0,61.04,0,1,0,0,1,0,0,1,0,0,0,0
154,84.0,15.46,0,0,1,0,0,0,1,0,0,1,0,0
155,39.0,29.64,1,1,0,0,1,0,0,0,0,0,0,1
156,30.0,18.03,1,0,0,0,1,0,1,0,0,0,1,0
157,61.0,27.27,0,1,0,0,1,1,0,1,0,0,0,0
158,22.0,69.28,0,0,1,0,0,0,0,0,1,0,0,0
159,58.0,73.63,0,0,0,0,1,0,0,1,0,0,0,0
160,39.0,63.23,0,1,0,0,0,0,0,0,0,0,0,1
161,92.0,19.58,0,0,0,0,0,0,1,0,1,0,0,0
162,40.0,24.53,1,1,0,0,0,0,0,0,0,1,0,0
163,92.0,20.51,0,1,0,0,1,0,0,0,0,0,0,0
164,46.0,11.0,0,1,0,0,1,1,0,0,0,1,0,0
165,52.0,14.62,1,1,0,1,0,1,0,1,0,0,0,0
166,71.0,70.65,0,1,0,0,0,0,0,1,0,0,0,0
167,9.0,67.22,0,1,0,0,1,1,0,0,0,0,0,1
168,50.0,25.34,1,1,0,0,0,0,0,1,0,0,0,0
169,81.0,19.11,0,1,1,0,0,1,0,0,0,1,0,0
170,9.0,19.05,0,0,0,0,0,0,1,0,1,0,0,0
171,58.0,63.63,1,1,0,0,1,1,0,1,0,0,0,0
172,21.0,61.41,0,1,0,0,0,0,0,1,0,0,0,0
173,53.0,69.46,1,1,1,0,0,0,0,0,1,0,0,0
174,12.0,14.42,0,1,0,0,0,1,0,0,0,0,0,0
175,98.0,73.95,0,0,0,0,0,0,1,0,0,0,1,0
176,8.0,12.69,0,0,0,0,1,0,1,0,0,1,0,0
177,33.0,22.45,0,0,0,1,0,1,0,0,1,0,0,0
178,94.0,16.54,0,0,1,0,0,0,0,1,0,0,0,0
179,66.0,24.13,0,0,0,0,1,0,1,0,0,1,0,0
180,10.0,58.4,0,0,0,1,0,0,1,0,0,1,0,0
181,56.0,75.64,0,0,0,0,1,0,1,0,1,0,0,0
182,70.0,70.36,1,1,0,0,0,0,0,0,0,1,0,0
183,86.0,72.13,0,1,1,0,0,1,0,0,0,1,0,0
184,73.0,18.96,1,1,0,0,1,0,0,0,0,1,0,0
185,50.0,15.89,0,1,0,0,0,0,0,0,1,0,0,0
186,3.0,72.74,0,1,1,0,0,1,0,0,0,1,0,0
187,39.0,71.06,0,0,1,0,0,0,1,0,1,0,0,0
188,10.0,12.85,1,0,0,1,0,0,1,0,0,0,1,0
189,74.0,14.89,0,1,1,0,0,0,0,0,1,0,0,0
190,74.0,73.89,0,1,1,0,0,1,0,0,0,1,0,0
191,26.0,16.94,0,1,0,0,1,1,0,0,1,0,0,0
192,17.0,18.99,1,1,0,1,0,1,0,0,0,0,1,0
193,41.0,23.34,1,1,1,0,0,1,0,1,0,0,0,0
194,68.0,70.71,0,1,1,0,0,0,0,0,0,0,0,1
195,83.0,63.94,0,1,1,0,0,1,0,0,1,0,0,0
196,80.0,75.81,0,0,1,0,0,0,1,0,1,0,0,0
197,51.0,23.32,0,1,1,0,0,1,0,0,0,0,0,1
198,66.0,24.36,0,1,0,0,0,1,0,0,1,0,0,0
199,77.0,21.52,0,0,0,0,1,0,1,0,1,0,0,0
200,63.0,20.22,0,0,0,0,1,0,1,0,0,1,0,0
201,41.0,18.39,1,1,0,0,1,0,0,0,1,0,0,0
202,90.0,23.3,1,1,0,0,0,1,0,0,0,1,0,0
203,9.0,19.96,1,1,1,0,0,1,0,0,0,1,0,0
204,67.0,25.31,1,1,1,0,0,1,0,0,1,0,0,0
205,77.0,21.53,0,1,0,0,1,0,0,0,0,0,1,0
206,95.0,22.24,1,0,0,0,0,0,1,0,1,0,0,0
207,29.0,14.41,0,1,0,0,0,1,0,0,0,0,0,1
208,19.0,18.76,1,0,0,0,0,0,1,0,0,0,0,0
209,87.0,82.28,0,1,1,0,0,0,0,0,1,0,0,0
210,34.0,59.71,0,0,1,0,0,0,1,0,0,1,0,0
211,67.0,69.42,0,0,0,0,0,0,1,0,0,1,0,0
212,74.0,11.06,1,0,0,0,0,0,0,0,0,0,1,0
213,80.0,16.94,0,0,0,0,0,0,1,0,1,0,0,0
214,62.0,18.73,1,1,1,0,0,1,0,1,0,0,0,0
215,73.0,18.5,1,0,0,0,0,0,1,1,0,0,0,0
216,48.0,24.3,1,0,0,0,0,0,1,0,0,0,0,1
217,69.0,17.67,1,1,0,1,0,0,0,0,0,0,0,0
218,2.0,13.82,1,1,0,1,0,0,0,0,0,1,0,0
219,61.0,77.58,0,1,1,0,0,1,0,0,1,0,0,0
220,54.0,16.81,1,0,0,0,0,0,1,1,0,0,0,0
221,26.0,75.48,0,1,0,0,0,1,0,0,0,0,0,1
222,99.0,13.28,0,1,1,0,0,0,0,0,0,0,0,1
223,55.0,27.93,1,1,0,0,0,1,0,0,0,0,1,0
224,83.0,73.86,1,1,0,0,1,1,0,1,0,0,0,0
225,4.0,82.95,0,1,1,0,0,1,0,0,0,1,0,0
226,43.0,19.32,0,0,0,1,0,0,1,0,1,0,0,0
227,38.0,23.94,0,1,0,0,1,1,0,0,0,0,1,0
228,70.0,19.25,0,0,0,0,0,0,1,0,0,0,0,0
229,96.0,19.74,1,1,0,0,0,1,0,1,0,0,0,0
230,93.0,18.86,0,0,0,0,0,0,1,0,0,0,1,0
231,67.0,21.52,0,1,0,0,1,1,0,1,0,0,0,0
232,91.0,64.17,0,0,0,0,1,0,1,0,0,0,0,0
233,60.0,19.12,1,0,0,0,0,0,0,0,0,0,1,0
234,93.0,15.56,0,1,0,0,0,0,0,0,1,0,0,0
235,26.0,72.43,0,1,0,0,0,1,0,1,0,0,0,0
236,36.0,66.8,0,1,0,0,0,0,0,1,0,0,0,0
237,32.0,19.46,0,0,0,0,0,0,1,0,0,1,0,0
238,53.0,14.0,0,0,0,0,0,0,1,0,0,0,1,0
239,43.0,20.11,0,0,1,0,0,0,1,0,0,1,0,0
240,95.0,61.82,0,1,1,0,0,1,0,0,0,1,0,0
241,56.0,21.81,0,1,0,0,0,1,0,0,0,1,0,0
242,16.0,24.02,0,0,0,1,0,0,1,1,0,0,0,0
243,55.0,14.07,0,1,0,1,0,0,0,0,0,1,0,0
244,94.0,68.93,0,1,0,0,1,0,0,0,0,0,0,1
245,85.0,57.05,1,0,1,0,0,0,1,1,0,0,0,0
246,98.0,67.84,0,0,0,0,0,0,1,1,0,0,0,0
247,3.0,53.21,0,0,1,0,0,0,1,0,0,0,0,0
248,59.0,65.0,0,0,1,0,0,0,1,0,0,0,1,0
249,14.0,17.03,0,0,0,0,0,0,1,0,0,0,1,0
250,44.0,14.96,0,0,1,0,0,0,1,0,0,0,0,1
251,57.0,11.3,0,0,1,0,0,0,1,0,0,1,0,0
252,80.0,19.95,0,0,0,0,1,0,1,1,0,0,0,0
253,15.0,23.06,0,0,0,1,0,0,1,0,0,0,1,0
254,74.0,55.0,1,1,1,0,0,1,0,0,0,1,0,0
255,61.0,13.27,0,1,0,0,1,1,0,0,0,1,0,0
256,35.0,21.84,0,0,0,0,1,0,1,1,0,0,0,0
257,64.0,19.48,0,0,0,0,1,0,1,0,0,0,0,1
258,98.0,14.91,0,1,0,1,0,1,0,1,0,0,0,0
259,16.0,78.31,0,0,0,0,0,0,1,0,1,0,0,0
260,54.0,22.99,1,1,1,0,0,0,0,0,0,0,0,1
261,45.0,23.99,0,0,0,0,0,1,0,1,0,0,0,0
262,17.0,16.69,1,1,0,0,0,1,0,0,0,0,0,0
263,93.0,71.16,0,0,0,0,0,0,1,0,0,0,0,0
264,96.0,18.27,0,1,0,0,1,1,0,0,0,0,0,1
265,40.0,11.55,1,1,0,0,1,1,0,0,0,1,0,0
266,70.0,19.52,1,0,0,0,0,0,0,0,0,0,1,0
267,4.0,16.1,0,0,0,0,1,1,0,1,0,0,0,0
268,96.0,71.18,0,1,0,0,0,0,0,0,0,0,1,0
269,71.0,21.0,0,1,1,0,0,0,0,0,0,0,0,1
270,99.0,20.99,1,1,0,1,0,1,0,0,0,0,1,0
271,88.0,18.84,0,1,1,0,0,0,0,0,1,0,0,0
272,93.0,67.01,0,0,1,0,0,0,1,0,0,1,0,0
273,65.0,26.39,0,1,1,0,0,0,0,0,0,1,0,0
274,5.0,21.9,0,0,1,0,0,0,1,0,0,0,1,0
275,42.0,19.33,0,0,0,0,0,0,1,0,0,0,0,0
276,99.0,19.17,1,1,1,0,0,0,0,0,1,0,0,0
277,12.0,23.41,0,1,0,0,0,0,0,0,0,0,1,0
278,81.0,71.44,0,0,1,0,0,0,1,0,0,0,1,0
279,11.0,47.76,0,0,0,0,0,0,1,0,0,1,0,0
280,88.0,74.03,0,0,0,0,0,0,1,1,0,0,0,0
281,37.0,70.88,0,0,0,0,0,0,1,0,0,0,1,0
282,63.0,19.72,0,0,0,0,0,0,1,1,0,0,0,0
283,20.0,70.99,0,0,0,0,0,0,0,1,0,0,0,0
284,84.0,15.88,1,0,0,0,0,0,1,0,0,1,0,0
285,63.0,56.01,0,1,1,0,0,0,0,0,0,0,1,0
286,91.0,67.21,0,0,0,0,0,0,1,0,1,0,0,0
287,91.0,23.61,0,0,1,0,0,0,1,0,0,0,0,1
288,21.0,61.47,0,1,0,0,1,1,0,0,0,0,1,0
289,91.0,16.71,0,0,0,0,1,0,1,0,1,0,0,0
290,6.0,18.22,0,1,0,0,0,0,0,1,0,0,0,0
291,5.0,12.18,1,1,0,0,1,1,0,0,0,0,1,0
292,57.0,21.22,0,1,0,0,1,1,0,0,0,1,0,0
293,20.0,23.24,1,0,0,0,0,0,1,1,0,0,0,0
294,30.0,19.33,0,1,0,1,0,1,0,1,0,0,0,0
295,20.0,18.28,0,1,1,0,0,0,0,0,1,0,0,0
296,12.0,27.19,0,0,0,0,1,0,1,0,1,0,0,0
297,95.0,77.4,0,0,0,0,1,0,1,1,0,0,0,0
298,59.0,66.18,0,0,0,0,0,0,1,0,0,1,0,0
299,8.0,25.5,0,0,0,0,0,0,1,1,0,0,0,0
300,60.0,17.15,0,0,0,0,0,0,0,0,1,0,0,0
301,4.0,24.07,0,1,0,0,1,1,0,0,0,0,0,0
302,91.0,24.29,0,1,1,0,0,0,0,0,0,1,0,0
303,41.0,77.92,0,1,0,0,0,0,0,0,0,0,1,0
304,81.0,68.27,0,1,0,0,1,1,0,0,0,0,0,0
305,52.0,22.55,0,0,0,0,1,0,1,0,0,1,0,0
306,28.0,67.95,0,1,1,0,0,1,0,0,1,0,0,0
307,49.0,25.85,0,0,0,0,1,0,1,0,0,0,1,0
308,52.0,21.08,1,1,0,0,0,0,0,0,0,0,0,1
309,98.0,14.91,0,1,0,1,0,1,0,1,0,0,0,0
310,18.0,66.32,0,1,0,0,1,0,0,0,1,0,0,0
311,32.0,27.95,1,1,1,0,0,0,0,0,0,0,1,0
312,78.0,9.95,0,1,0,0,0,0,0,0,1,0,0,0
313,59.0,18.41,0,0,0,0,1,0,1,0,0,0,0,1
314,5.0,69.12,0,0,0,0,0,0,1,0,1,0,0,0
315,70.0,25.25,0,0,0,0,1,0,0,0,0,0,1,0
316,91.0,73.37,0,1,0,0,1,1,0,1,0,0,0,0
317,88.0,26.35,0,0,0,0,1,0,1,1,0,0,0,0
318,39.0,23.91,0,1,0,0,1,1,0,0,0,1,0,0
319,90.0,21.7,0,0,1,0,0,0,1,0,0,0,1,0
320,20.0,19.58,0,0,0,0,0,0,1,1,0,0,0,0
321,77.0,20.68,0,1,0,0,0,0,0,1,0,0,0,0
322,12.0,21.59,0,1,1,0,0,0,0,0,0,0,0,1
323,54.0,70.75,0,0,0,0,1,0,1,0,0,0,0,1
324,34.0,15.87,0,0,0,0,1,0,1,0,1,0,0,0
325,67.0,14.47,0,0,1,0,0,1,0,0,1,0,0,0
326,44.0,74.66,1,0,1,0,0,0,1,1,0,0,0,0
327,47.0,13.55,0,0,1,0,0,0,1,1,0,0,0,0
328,11.0,24.38,1,1,0,0,0,1,0,0,0,0,1,0
329,99.0,89.34,1,0,0,0,0,0,1,0,0,1,0,0
330,74.0,71.64,0,0,0,0,0,0,1,0,0,0,0,0
331,8.0,20.24,1,1,0,0,1,1,0,0,0,1,0,0
332,47.0,16.92,1,0,0,1,0,0,1,1,0,0,0,0
333,96.0,19.12,0,1,0,0,1,0,0,0,0,0,0,0
334,76.0,57.62,0,1,0,0,0,0,0,0,0,1,0,0
335,46.0,25.67,0,0,0,0,1,0,1,1,0,0,0,0
336,96.0,16.53,0,0,0,0,1,0,1,0,1,0,0,0
337,42.0,71.09,0,1,0,0,0,1,0,0,0,0,1,0
338,89.0,23.42,1,1,0,0,0,1,0,1,0,0,0,0
339,52.0,14.57,1,1,1,0,0,1,0,0,0,1,0,0
340,62.0,75.75,0,1,0,0,0,0,0,0,0,0,1,0
341,78.0,51.91,0,1,0,0,0,1,0,0,0,0,0,0
342,20.0,18.33,0,1,0,0,1,0,0,0,0,1,0,0
343,65.0,17.97,0,1,1,0,0,1,0,0,0,0,0,1
344,2.0,71.83,0,0,0,0,1,1,0,0,0,0,0,0
345,60.0,25.76,0,0,0,0,0,0,1,0,1,0,0,0
346,82.0,22.08,0,1,1,0,0,1,0,1,0,0,0,0
347,18.0,71.98,0,0,0,0,1,0,1,0,0,1,0,0
348,19.0,22.48,0,1,1,0,0,1,0,0,1,0,0,0
349,84.0,19.41,0,1,0,0,1,0,0,1,0,0,0,0
350,72.0,17.2,1,0,1,0,0,0,1,1,0,0,0,0
351,26.0,15.47,1,0,1,0,0,0,1,0,0,0,0,0
352,30.0,22.31,0,1,0,0,1,1,0,1,0,0,0,0
353,90.0,67.69,1,1,0,0,0,1,0,1,0,0,0,0
354,78.0,8.38,0,1,1,0,0,1,0,0,0,0,1,0
355,94.0,20.66,0,0,0,0,1,0,0,0,1,0,0,0
356,78.0,61.41,0,1,0,0,1,0,0,1,0,0,0,0
357,9.0,25.16,0,1,0,0,1,0,0,0,0,0,0,1
358,72.0,69.9,0,1,1,0,0,1,0,1,0,0,0,0
359,69.0,26.04,0,0,0,0,1,0,1,0,0,1,0,0
360,41.0,20.97,1,0,1,0,0,0,1,0,0,1,0,0
361,70.0,68.8,1,1,0,0,0,1,0,0,1,0,0,0
362,60.0,10.7,0,1,1,0,0,1,0,1,0,0,0,0
363,73.0,70.38,0,0,0,0,0,0,1,0,1,0,0,0
364,18.0,17.14,0,0,0,0,0,0,1,0,0,1,0,0
365,87.0,19.59,0,1,0,0,1,1,0,0,0,1,0,0
366,43.0,64.08,0,1,1,0,0,0,0,0,0,0,0,0
367,39.0,17.45,0,0,1,0,0,0,1,0,0,0,0,0
368,62.0,75.75,0,1,0,0,0,0,0,0,0,0,1,0
369,99.0,22.55,0,0,0,0,1,0,1,0,0,0,1,0
370,47.0,15.62,0,1,0,1,0,0,0,0,0,0,1,0
371,64.0,28.06,0,0,0,0,1,0,1,0,0,0,0,1
372,71.0,21.24,0,0,1,0,0,0,1,0,0,0,1,0
373,7.0,18.84,0,0,0,0,0,0,1,0,1,0,0,0
374,49.0,22.18,0,0,0,0,1,0,1,1,0,0,0,0
375,68.0,67.21,0,1,0,0,0,1,0,1,0,0,0,0
376,70.0,10.59,0,0,0,1,0,0,1,0,1,0,0,0
377,4.0,78.48,1,0,0,0,0,0,0,0,0,0,1,0
378,28.0,22.59,0,1,0,0,0,0,0,0,0,0,0,0
379,85.0,69.15,0,1,1,0,0,0,0,1,0,0,0,0
380,62.0,19.81,1,1,0,0,1,0,0,0,0,0,0,0
381,82.0,16.43,0,1,0,0,1,1,0,1,0,0,0,0
382,20.0,19.73,0,0,0,0,0,0,1,0,0,1,0,0
383,14.0,22.02,0,0,0,1,0,0,1,1,0,0,0,0
384,75.0,22.0,0,1,0,0,1,1,0,1,0,0,0,0
385,44.0,20.82,0,1,0,0,0,0,0,0,0,0,1,0
386,97.0,21.68,0,0,1,0,0,0,1,0,0,1,0,0
387,71.0,80.31,0,0,0,0,0,0,0,1,0,0,0,0
388,33.0,18.44,0,1,0,0,0,0,0,0,0,0,1,0
389,83.0,20.76,0,1,0,1,0,0,0,1,0,0,0,0
390,39.0,16.18,0,1,0,1,0,0,0,1,0,0,0,0
391,100.0,21.36,1,1,1,0,0,0,0,1,0,0,0,0
392,33.0,78.32,1,0,0,1,0,0,1,1,0,0,0,0
393,60.0,19.19,0,0,0,0,1,1,0,0,0,0,0,1
394,69.0,21.38,0,1,0,0,1,0,0,1,0,0,0,0
395,80.0,16.38,0,1,0,0,0,0,0,0,0,1,0,0
396,34.0,82.24,1,0,0,0,1,0,1,0,1,0,0,0
397,89.0,26.61,0,1,0,0,0,0,0,0,0,0,1,0
398,30.0,24.09,0,1,0,0,0,1,0,0,0,0,0,0
399,44.0,18.05,1,1,0,0,0,0,0,0,0,0,1,0
400,26.0,69.73,1,1,1,0,0,1,0,0,1,0,0,0
401,62.0,83.46,0,1,0,0,0,1,0,0,0,0,0,1
402,31.0,15.96,1,0,0,0,1,0,1,0,0,1,0,0
403,8.0,17.39,0,1,0,1,0,0,0,1,0,0,0,0
